date,value,peak,drawdown
2015-09-25,9038.667962966312,19909.04736556146,-54.60019860818986
2015-09-28,8919.987655835232,19909.04736556146,-55.19631104366667
2015-09-29,9076.95123627548,19909.04736556146,-54.407907773745464
2015-09-30,9436.811375971476,19909.04736556146,-52.60038713708014
2015-10-01,9253.055044757712,19909.04736556146,-53.523366161840634
2015-10-02,9494.235816397695,19909.04736556146,-52.3119532438264
2015-10-05,9731.595491584787,19909.04736556146,-51.119733089698514
2015-10-06,9857.931138672606,19909.04736556146,-50.48516909088884
2015-10-07,9961.296070514867,19909.04736556146,-49.965983366206395
2015-10-08,10018.71863279095,19909.04736556146,-49.67755890660412
2015-10-09,9980.434420406713,19909.04736556146,-49.86985445787425
2015-10-12,10087.627961302413,19909.04736556146,-49.33143823469964
2015-10-13,10106.769128419463,19909.04736556146,-49.2352951758903
2015-10-14,10474.292120672742,19909.04736556146,-47.3892852412863
2015-10-15,10501.084871446257,19909.04736556146,-47.25470948644702
2015-10-16,10665.702852768176,19909.04736556146,-46.42785937001868
2015-10-19,10646.561685651126,19909.04736556146,-46.52400242882801
2015-10-20,10631.248188512445,19909.04736556146,-46.60091970597092
2015-10-21,10493.428592414451,19909.04736556146,-47.293165766605604
2015-10-22,10872.435533677906,19909.04736556146,-45.38947377017659
2015-10-23,10945.169714942534,19909.04736556146,-45.024141467082856
2015-10-26,10895.402492623189,19909.04736556146,-45.27411436335228
2015-10-27,10887.74809174152,19909.04736556146,-45.31256120985942
2015-10-28,10975.797648294963,19909.04736556146,-44.87030219597133
2015-10-29,10596.794463331782,19909.04736556146,-46.773975325097425
2015-10-30,10860.945950217321,19909.04736556146,-45.447184132955975
2015-11-02,10987.28159730514,19909.04736556146,-44.8126201341463
2015-11-03,10910.714111611735,19909.04736556146,-45.19720651986083
2015-11-04,10730.78545037634,19909.04736556146,-46.10095976295489
2015-11-05,10608.2831077173,19909.04736556146,-46.71626967914377
2015-11-06,12078.353478003848,19909.04736556146,-39.33233842771952
2015-11-09,12024.759524781202,19909.04736556146,-39.601532388829646
2015-11-10,11795.05988492619,19909.04736556146,-40.755277395496044
2015-11-11,11680.207247773478,19909.04736556146,-41.33216404930642
2015-11-12,11638.098182636077,19909.04736556146,-41.5436712317658
2015-11-13,11408.4004209312,19909.04736556146,-42.697406804780734
2015-11-16,11638.098182636077,19909.04736556146,-41.5436712317658
2015-11-17,11638.098182636077,19909.04736556146,-41.5436712317658
2015-11-18,11924.393998707073,19909.04736556146,-40.105652572137565
2015-11-19,11958.975438097024,19909.04736556146,-39.931955464712075
2015-11-20,12062.733842392901,19909.04736556146,-39.41079339004969
2015-11-23,11882.116839132446,19909.04736556146,-40.31800406640222
2015-11-24,11978.192670294606,19909.04736556146,-39.83543034301879
2015-11-25,11962.816255126349,19909.04736556146,-39.912663647485466
2015-11-27,12062.733842392901,19909.04736556146,-39.41079339004969
2015-11-30,12189.54372239021,19909.04736556146,-38.77384739424748
2015-12-01,12585.363863676412,19909.04736556146,-36.7857053499883
2015-12-02,12489.291788814526,19909.04736556146,-37.26826020606882
2015-12-03,12462.390105333088,19909.04736556146,-37.403383112692524
2015-12-04,12969.649345898752,19909.04736556146,-34.855500076143436
2015-12-07,12723.703707362241,19909.04736556146,-36.09084616790042
2015-12-08,12896.634381188705,19909.04736556146,-35.22224271012976
2015-12-09,12569.993082958565,19909.04736556146,-36.8629103535006
2015-12-10,12673.751487254443,19909.04736556146,-36.34174827883821
2015-12-11,12485.448154559996,19909.04736556146,-37.28756617377262
2015-12-14,12516.191594145826,19909.04736556146,-37.13314673309656
2015-12-15,12669.905035774707,19909.04736556146,-36.3610683970192
2015-12-16,12746.763634739285,19909.04736556146,-35.97501979532906
2015-12-17,12554.619485015513,19909.04736556146,-36.940129507490084
2015-12-18,12350.946310678288,19909.04736556146,-37.96314768911106
2015-12-21,12643.002413218202,19909.04736556146,-36.49619602046864
2015-12-22,12654.531437831656,19909.04736556146,-36.43828755100868
2015-12-23,12704.49117054,19909.04736556146,-36.187347705465065
2015-12-24,12746.763634739285,19909.04736556146,-35.97501979532906
2015-12-28,12735.231792900628,19909.04736556146,-36.03294241526619
2015-12-29,12942.74954056745,19909.04736556146,-34.99061354911569
2015-12-30,12831.303867762514,19909.04736556146,-35.55038755918568
2015-12-31,12666.061401520177,19909.04736556146,-36.380374364723004
2016-01-04,12439.33299518125,19909.04736556146,-37.5191953347867
2016-01-05,12639.163474339013,19909.04736556146,-36.5154784040438
2016-01-06,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-07,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-08,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-11,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-12,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-13,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-14,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-15,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-19,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-20,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-21,12116.537209355776,19909.04736556146,-39.14054757680228
