Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1999-11-03,84.9161376953125,85.4644891379944,84.68112993416311,85.22948137684502,7222300
1999-11-04,85.56238555908203,86.08136088920692,85.08257817840052,85.69947338213389,7907500
1999-11-05,86.40450286865234,87.17806992742653,85.71906370264989,86.87451829676831,7431500
1999-11-08,86.48279571533203,86.71780331238456,85.69943705849026,85.85610878985861,4649200
1999-11-09,85.67007446289062,86.91365652447332,85.40569087499509,86.79615270763087,4533700
1999-11-10,86.30654907226562,86.72760439449247,85.2783907272931,85.38610255390927,6405600
1999-11-11,86.79618835449219,86.79618835449219,86.14991709643753,86.6003485793241,4794100
1999-11-12,87.57952117919922,87.7264009665078,85.93446756134306,87.2661776329409,11802900
1999-11-15,87.7851791381836,87.89289101442675,87.36412362196029,87.6382993069429,2187500
1999-11-16,88.51956176757812,89.61626430275166,87.7949547354099,88.08871434304567,7544800
1999-11-17,88.75456237792969,89.57708921373575,88.55872265511873,89.14624182355162,9459000
1999-11-18,89.3812026977539,89.61621024209506,88.75451591284416,89.26369892558333,4491000
1999-11-19,89.3029556274414,89.5967153499001,88.98961192348547,89.24420368294966,4832100
1999-11-22,89.2833251953125,89.61625270755648,88.67622208474995,89.26374122400404,4155400
1999-11-23,88.49996948242188,89.51833602658783,87.9712022383357,89.51833602658783,5918000
1999-11-24,88.969970703125,89.26373023659339,87.73618066255779,88.20619591610719,4459700
1999-11-26,88.63710021972656,89.53796336822576,88.51959633079187,89.2833716088673,1693900
1999-11-29,88.32373046875,88.9406257037313,88.01038685733093,88.28456251732261,7348600
1999-11-30,87.2857666015625,89.18541195950542,87.10951084670181,88.2062133213905,7682000
1999-12-01,87.99077606201172,88.0495279712452,87.10949742350948,87.30533712095442,6980200
1999-12-02,88.51956176757812,88.59789766294767,87.97121049999136,88.12788229073044,6698300
1999-12-03,90.1450424194336,91.08507327672945,89.63585903839834,89.63585903839834,10045400
1999-12-06,89.47917175292969,90.06669093712489,89.14624421521907,89.94918710028584,3138900
1999-12-07,88.75456237792969,89.81209688110891,88.59789059968092,89.79251290882782,10714200
1999-12-08,88.18665313720703,89.0287641931475,88.04956529089114,88.57833269810956,4611400
1999-12-09,88.61747741699219,89.12666071264783,87.34451917785307,88.87206906482001,6474700
1999-12-10,88.91123962402344,89.49875882858748,88.28455247248847,89.16583127933453,5127300
1999-12-13,89.06788635253906,89.43998174407342,88.53911921720078,88.63703905707824,4210800
1999-12-14,88.2061996459961,89.29310996579024,88.12786376709202,88.75455079832467,5739000
1999-12-15,88.67621612548828,89.11685545031679,87.75576953584651,87.97119320576267,6879100
1999-12-16,89.06788635253906,89.40081380812244,88.46078334529881,89.10705428849005,5854900
1999-12-17,89.63996124267578,90.03260233440892,89.24732015094264,89.83628178854235,4775400
1999-12-20,88.99209594726562,89.95406654100398,88.63871899446377,89.56142548233527,4608700
1999-12-21,90.3466567993164,90.50371313447384,88.7957254896367,88.95278182479413,7981300
1999-12-22,90.58223724365234,90.58223724365234,89.8165876440636,90.22886050538061,5377500
1999-12-23,92.02521514892578,92.02521514892578,91.09269296875,91.10250899169921,5721700
1999-12-27,91.89762115478516,92.21173393805296,91.1319712455699,92.03504549746482,2691000
1999-12-28,91.83871459960938,92.03503506690225,91.39699354820038,91.64239413231648,4084500
1999-12-29,92.23136138916016,92.23136138916016,91.28902308633349,91.91724862155127,3001000
1999-12-30,92.12337493896484,92.70252029020607,91.83871027479543,92.42767164893905,3641300
1999-12-31,92.27061462402344,92.66325553731716,91.87797371072972,92.25098257835876,3172700
2000-01-03,91.36752319335938,93.13440696804831,90.38592109630996,93.13440696804831,8164300
2000-01-04,87.79452514648438,90.50374797077212,87.72581297340462,90.170003130099,8089800
2000-01-05,87.95154571533203,88.91351574659348,86.2239260673523,87.9122816324234,12177900
2000-01-06,86.5380630493164,88.89390868586767,86.5380630493164,87.71598586759204,6227200
2000-01-07,91.56388092041016,91.56388092041016,87.9908478313204,88.14790423084082,8066500
2000-01-10,91.8779067993164,92.29017945803129,91.11225757598878,91.8779067993164,5741700
2000-01-11,90.7785873413086,91.77982176051421,90.15036182337566,91.60313333359557,7503700
2000-01-12,89.8754653930664,90.83743520614205,89.75767317105715,90.83743520614205,6907700
2000-01-13,91.09266662597656,91.56383559128334,90.0129044138152,90.7589219422176,5158300
2000-01-14,92.32946014404297,92.64357270247474,91.7012350271794,92.05461165541514,7437300
2000-01-18,91.60314178466797,92.11357506507976,91.21050079973584,91.30866104596888,6488500
2000-01-19,92.34909057617188,92.34909057617188,91.09264036425117,91.28896070986377,6157900
2000-01-20,90.93563842773438,92.32951371451529,90.34667703895371,92.32951371451529,5800100
2000-01-21,90.73933410644531,91.4068237991366,90.50374950902486,91.4068237991366,6244800
2000-01-24,88.16749572753906,91.62273492772763,87.57853450023418,91.50494268226666,7896900
2000-01-25,89.168701171875,89.168701171875,87.32328991908851,88.27544359738792,9942500
2000-01-26,88.46197509765625,88.92332805255968,88.01043816306989,88.57976734146138,5158100
2000-01-27,88.10858154296875,89.3453998667671,86.77360303474194,89.10981542413884,10922700
2000-01-28,85.3601303100586,87.99082429845507,85.1441778184738,87.59818340466455,11916200
2000-01-31,87.67671203613281,87.74542419290094,84.81043349666228,85.32086666122552,10768700
2000-02-01,88.54049682617188,89.01166576715372,87.02882980718844,87.79447933628394,8419900
2000-02-02,88.61906433105469,89.36508215218451,88.18715927671636,88.75648866652597,6205900
2000-02-03,89.95403289794922,89.99329698913121,87.9515642476675,88.50126152421542,7997500
2000-02-04,89.58103942871094,90.46448163214991,89.28655869423129,89.95404835905184,4925400
2000-02-07,89.44355773925781,89.69877421217491,88.85459664791063,89.56134995752724,5845800
2000-02-08,90.66079711914062,90.81785350219673,90.22889206573632,90.44484459243847,4936400
2000-02-09,88.7564926147461,90.75896159211926,88.7466765903472,90.75896159211926,8511500
2000-02-10,88.93314361572266,89.56136891278737,88.50123872399067,88.9724076967892,6690600
2000-02-11,87.12699890136719,89.16873118747404,86.71472603590331,89.10983506383634,9849800
2000-02-14,87.637451171875,87.81413958149571,86.89143344236531,87.81413958149571,8528800
2000-02-15,88.62887573242188,88.71721994347423,86.56751080786671,87.48040098874114,11078300
2000-02-16,87.32332611083984,88.54051276076612,87.195717833025,88.1871359914327,8845400
2000-02-17,86.87179565429688,88.22640670517744,86.83253156586555,88.22640670517744,7584200
2000-02-18,85.00676727294922,87.24482073001994,84.57486221983031,87.24482073001994,9409200
2000-02-22,84.7907943725586,85.65460427123712,83.8877203875765,84.92821867462108,16415400
2000-02-23,85.79203796386719,86.36136727758623,84.4963229740239,85.20307660484751,12119000
2000-02-24,84.06440734863281,86.08650775893388,83.6128703638083,85.87055528793086,17375000
2000-02-25,83.7601089477539,85.8901855493785,83.63250067208055,84.92821547122546,10559900
2000-02-28,85.51718139648438,85.87055817911448,83.37728865722433,83.78956157029278,13397800
2000-02-29,86.34172058105469,86.34172058105469,85.2815903147116,85.47791073440476,8242500
2000-03-01,86.96996307373047,87.32333989886075,86.20431328594819,86.45952988187561,6868000
