Date,LRCX
2016-09-20,8.065223693847656
2016-09-21,8.180089950561523
2016-09-22,8.127476692199707
2016-09-23,8.047685623168945
2016-09-26,8.015240669250488
2016-09-27,8.111693382263184
2016-09-28,8.149397850036621
2016-09-29,8.174826622009277
2016-09-30,8.304600715637207
2016-10-03,8.29408073425293
2016-10-04,8.315119743347168
2016-10-05,8.432621955871582
2016-10-06,8.785110473632812
2016-10-07,8.799141883850098
2016-10-10,8.9569730758667
2016-10-11,8.732500076293945
2016-10-12,8.65270709991455
2016-10-13,8.56940746307373
2016-10-14,8.612371444702148
2016-10-17,8.598343849182129
2016-10-18,8.721976280212402
2016-10-19,8.743896484375
2016-10-20,8.500137329101562
2016-10-21,8.558886528015137
2016-10-24,8.679014205932617
2016-10-25,8.60009479522705
2016-10-26,8.581682205200195
2016-10-27,8.479095458984375
2016-10-28,8.436129570007324
2016-10-31,8.493121147155762
2016-11-01,8.42209529876709
2016-11-02,8.404561996459961
2016-11-03,8.351072311401367
2016-11-04,8.330029487609863
2016-11-07,8.637801170349121
2016-11-08,8.69128704071045
2016-11-09,8.593955993652344
2016-11-10,8.415084838867188
2016-11-11,8.548361778259277
2016-11-14,8.637801170349121
2016-11-15,8.866657257080078
2016-11-16,8.877182006835938
2016-11-17,9.101652145385742
2016-11-18,9.181443214416504
2016-11-21,9.31560230255127
2016-11-22,9.356813430786133
2016-11-23,9.377856254577637
2016-11-25,9.429593086242676
2016-11-28,9.362075805664062
2016-11-29,9.432225227355957
2016-11-30,9.296313285827637
2016-12-01,8.643939018249512
2016-12-02,8.811415672302246
2016-12-05,8.97889518737793
2016-12-06,9.035883903503418
2016-12-07,9.342780113220215
2016-12-08,9.395394325256348
2016-12-09,9.127082824707031
2016-12-12,9.126199722290039
2016-12-13,9.164069175720215
2016-12-14,9.19753646850586
2016-12-15,9.34548282623291
2016-12-16,9.19841194152832
2016-12-19,9.422097206115723
2016-12-20,9.409770965576172
2016-12-21,9.377187728881836
2016-12-22,9.483744621276855
2016-12-23,9.516325950622559
2016-12-27,9.601750373840332
2016-12-28,9.47317886352539
2016-12-29,9.436186790466309
2016-12-30,9.311135292053223
2017-01-03,9.445880889892578
2017-01-04,9.451159477233887
2017-01-05,9.43002700805664
2017-01-06,9.475817680358887
2017-01-09,9.586779594421387
2017-01-10,9.55243968963623
2017-01-11,9.59822940826416
2017-01-12,9.526019096374512
2017-01-13,9.734731674194336
2017-01-17,9.607915878295898
2017-01-18,9.79637622833252
2017-01-19,9.761150360107422
2017-01-20,9.894125938415527
2017-01-23,9.931116104125977
2017-01-24,10.095797538757324
2017-01-25,10.296587944030762
2017-01-26,10.068498611450195
2017-01-27,10.412832260131836
2017-01-30,10.215568542480469
2017-01-31,10.115172386169434
2017-02-01,10.368800163269043
2017-02-02,10.32388687133789
2017-02-03,10.360872268676758
2017-02-06,10.31772232055664
2017-02-07,10.303630828857422
2017-02-08,10.204117774963379
2017-02-09,10.215568542480469
2017-02-10,10.214686393737793
2017-02-13,10.23846435546875
2017-02-14,10.182982444763184
2017-02-15,10.235819816589355
2017-02-16,10.089632987976074
2017-02-17,10.118695259094238
2017-02-21,10.375844955444336
2017-02-22,10.442774772644043
2017-02-23,10.367919921875
2017-02-24,10.461271286010742
2017-02-27,10.50529956817627
2017-02-28,10.439250946044922
2017-03-01,10.538763999938965
2017-03-02,10.433968544006348
2017-03-03,10.44629955291748
2017-03-06,10.463092803955078
2017-03-07,10.380880355834961
2017-03-08,10.407400131225586
2017-03-09,10.391491889953613
2017-03-10,10.66110897064209
2017-03-13,10.820234298706055
2017-03-14,10.815812110900879
2017-03-15,10.976701736450195
2017-03-16,11.135822296142578
2017-03-17,11.180909156799316
2017-03-20,11.214494705200195
2017-03-21,10.985542297363281
2017-03-22,11.085433959960938
2017-03-23,11.081015586853027
2017-03-24,11.268423080444336
2017-03-27,11.297595977783203
2017-03-28,11.293174743652344
2017-03-29,11.304667472839355
2017-03-30,11.377155303955078
2017-03-31,11.347099304199219
2017-04-03,11.352402687072754
2017-04-04,11.393953323364258
2017-04-05,11.294940948486328
2017-04-06,11.391298294067383
2017-04-07,11.430200576782227
2017-04-10,11.385998725891113
2017-04-11,11.24720573425293
2017-04-12,11.152619361877441
2017-04-13,11.065104484558105
2017-04-17,11.256047248840332
2017-04-18,11.264886856079102
2017-04-19,12.03750991821289
2017-04-20,12.319506645202637
2017-04-21,12.37431526184082
2017-04-24,12.597967147827148
2017-04-25,12.885271072387695
2017-04-26,12.863168716430664
2017-04-27,12.994882583618164
2017-04-28,12.804825782775879
2017-05-01,13.19113540649414
2017-05-02,13.199975967407227
2017-05-03,13.267163276672363
2017-05-04,13.314011573791504
2017-05-05,13.287494659423828
2017-05-08,13.182296752929688
2017-05-09,13.30782413482666
2017-05-10,13.184946060180664
2017-05-11,13.253013610839844
2017-05-12,13.22296142578125
2017-05-15,13.372356414794922
2017-05-16,13.486393928527832
2017-05-17,13.018755912780762
2017-05-18,13.243290901184082
2017-05-19,13.472250938415527
2017-05-22,13.517333030700684
2017-05-23,13.563302993774414
2017-05-24,13.514681816101074
2017-05-25,13.604846954345703
2017-05-26,13.712696075439453
2017-05-30,13.867399215698242
2017-05-31,13.717119216918945
2017-06-01,13.829385757446289
2017-06-02,14.032710075378418
2017-06-05,14.210010528564453
2017-06-06,14.273842811584473
2017-06-07,14.388204574584961
2017-06-08,14.624909400939941
2017-06-09,13.987499237060547
2017-06-12,13.697606086730957
2017-06-13,13.751681327819824
2017-06-14,13.541577339172363
2017-06-15,13.163036346435547
2017-06-16,13.139098167419434
2017-06-19,13.386439323425293
2017-06-20,13.307539939880371
2017-06-21,13.379344940185547
2017-06-22,13.30133056640625
2017-06-23,13.455586433410645
2017-06-26,13.208247184753418
2017-06-27,12.82083797454834
2017-06-28,13.105408668518066
2017-06-29,12.619596481323242
2017-06-30,12.538036346435547
2017-07-03,12.348320960998535
2017-07-05,12.635557174682617
2017-07-06,12.756119728088379
2017-07-07,13.132007598876953
2017-07-10,13.372252464294434
2017-07-11,13.627572059631348
2017-07-12,13.703810691833496
2017-07-13,13.735725402832031
2017-07-14,13.944940567016602
2017-07-17,13.916574478149414
2017-07-18,14.126679420471191
2017-07-19,14.559301376342773
2017-07-20,14.609831809997559
2017-07-21,14.497243881225586
2017-07-24,14.549551010131836
2017-07-25,14.579691886901855
2017-07-26,14.923659324645996
2017-07-27,14.606284141540527
2017-07-28,14.326147079467773
2017-07-31,14.136434555053711
2017-08-01,13.959126472473145
2017-08-02,13.435194969177246
2017-08-03,13.20026683807373
2017-08-04,13.302215576171875
2017-08-07,13.815510749816895
2017-08-08,13.807534217834473
2017-08-09,13.758774757385254
2017-08-10,13.248139381408691
2017-08-11,13.675443649291992
2017-08-14,14.055758476257324
2017-08-15,14.202919006347656
2017-08-16,14.469762802124023
2017-08-17,14.04778003692627
2017-08-18,14.227743148803711
2017-08-21,14.042460441589355
2017-08-22,14.522068977355957
2017-08-23,14.335013389587402
2017-08-24,14.079695701599121
2017-08-25,13.994589805603027
2017-08-28,14.243700981140137
2017-08-29,14.389978408813477
2017-08-30,14.62667465209961
2017-08-31,14.71444320678711
2017-09-01,14.792455673217773
2017-09-05,14.547776222229004
2017-09-06,14.628449440002441
2017-09-07,14.945822715759277
2017-09-08,14.694051742553711
2017-09-11,15.067276954650879
2017-09-12,15.25927734375
2017-09-13,15.245938301086426
2017-09-14,15.34016227722168
2017-09-15,15.376605987548828
2017-09-18,15.760600090026855
2017-09-19,15.7437105178833
2017-09-20,15.3792724609375
2017-09-21,15.313496589660645
2017-09-22,15.709040641784668
2017-09-25,15.12594223022461
2017-09-26,15.061052322387695
2017-09-27,15.945487022399902
2017-09-28,16.161476135253906
2017-09-29,16.44769859313965
2017-10-02,16.528583526611328
2017-10-03,16.432584762573242
2017-10-04,16.445920944213867
2017-10-05,16.2503662109375
2017-10-06,16.429031372070312
2017-10-09,16.41391372680664
2017-10-10,16.435251235961914
2017-10-11,16.549028396606445
2017-10-12,16.62102699279785
2017-10-13,16.87969398498535
2017-10-16,17.098352432250977
2017-10-17,17.293012619018555
2017-10-18,17.821001052856445
2017-10-19,17.864553451538086
2017-10-20,18.252105712890625
2017-10-23,18.300992965698242
2017-10-24,18.296546936035156
2017-10-25,18.050338745117188
2017-10-26,18.380096435546875
2017-10-27,18.488544464111328
2017-10-30,18.328550338745117
2017-10-31,18.539216995239258
2017-11-01,18.036996841430664
2017-11-02,18.383665084838867
2017-11-03,18.4058837890625
2017-11-06,18.370325088500977
2017-11-07,18.59432029724121
2017-11-08,18.77654266357422
2017-11-09,18.336551666259766
2017-11-10,18.434324264526367
2017-11-13,18.597883224487305
2017-11-14,18.545429229736328
2017-11-15,18.476102828979492
2017-11-16,18.952533721923828
2017-11-17,18.708099365234375
2017-11-20,19.119646072387695
2017-11-21,19.458311080932617
2017-11-22,19.125869750976562
2017-11-24,19.273426055908203
2017-11-27,18.748979568481445
2017-11-28,18.9454288482666
2017-11-29,17.30101776123047
2017-11-30,17.095684051513672
2017-12-01,16.693912506103516
2017-12-04,16.06548309326172
2017-12-05,16.09132957458496
2017-12-06,16.421131134033203
2017-12-07,16.86055564880371
2017-12-08,16.61989402770996
2017-12-11,16.539676666259766
2017-12-12,16.18402862548828
2017-12-13,16.16085433959961
2017-12-14,16.231271743774414
2017-12-15,16.60741424560547
2017-12-18,16.852527618408203
2017-12-19,16.588699340820312
2017-12-20,16.83114242553711
2017-12-21,16.546798706054688
2017-12-22,16.64039421081543
2017-12-26,16.428253173828125
2017-12-27,16.522737503051758
2017-12-28,16.537893295288086
2017-12-29,16.4068603515625
2018-01-02,16.87125015258789
2018-01-03,17.158262252807617
2018-01-04,17.236698150634766
2018-01-05,17.505878448486328
2018-01-08,17.637807846069336
2018-01-09,17.61016845703125
2018-01-10,17.083393096923828
2018-01-11,16.856992721557617
2018-01-12,16.802616119384766
2018-01-16,16.97018814086914
2018-01-17,18.27956771850586
2018-01-18,18.312541961669922
2018-01-19,18.497941970825195
2018-01-22,18.645902633666992
2018-01-23,19.170015335083008
2018-01-24,18.694040298461914
2018-01-25,17.759918212890625
2018-01-26,18.05583953857422
2018-01-29,17.46755599975586
2018-01-30,17.031686782836914
2018-01-31,17.070911407470703
2018-02-01,16.856098175048828
2018-02-02,15.960301399230957
2018-02-05,15.18394947052002
2018-02-06,15.896124839782715
2018-02-07,15.298042297363281
2018-02-08,14.46018123626709
2018-02-09,14.784628868103027
2018-02-12,15.415695190429688
2018-02-13,15.380931854248047
2018-02-14,16.312381744384766
2018-02-15,16.553041458129883
2018-02-16,16.74913787841797
2018-02-20,17.24204444885254
2018-02-21,16.866798400878906
2018-02-22,16.78925132751465
2018-02-23,17.211748123168945
2018-02-26,17.68682289123535
2018-02-27,17.244720458984375
2018-02-28,17.101211547851562
2018-03-01,16.941667556762695
2018-03-02,17.339202880859375
2018-03-05,17.710895538330078
2018-03-06,18.581247329711914
2018-03-07,18.92081069946289
2018-03-08,19.010168075561523
2018-03-09,20.10123634338379
2018-03-12,20.431869506835938
2018-03-13,20.01366424560547
2018-03-14,19.89482307434082
2018-03-15,19.934133529663086
2018-03-16,19.830476760864258
2018-03-19,19.44266700744629
2018-03-20,19.581172943115234
2018-03-21,20.041362762451172
2018-03-22,19.196027755737305
2018-03-23,18.106746673583984
2018-03-26,19.20854377746582
2018-03-27,18.105854034423828
2018-03-28,17.533071517944336
2018-03-29,18.15410804748535
2018-04-02,17.323965072631836
2018-04-03,17.690338134765625
2018-04-04,18.020967483520508
2018-04-05,17.42673110961914
2018-04-06,17.036231994628906
2018-04-09,17.25694465637207
2018-04-10,17.88692855834961
2018-04-11,17.94858741760254
2018-04-12,18.409671783447266
2018-04-13,18.205944061279297
2018-04-16,18.1889591217041
2018-04-17,18.973526000976562
2018-04-18,18.208620071411133
2018-04-19,17.012998580932617
2018-04-20,17.148828506469727
2018-04-23,17.144357681274414
2018-04-24,16.604639053344727
2018-04-25,16.680583953857422
2018-04-26,17.01389503479004
2018-04-27,16.73330307006836
2018-04-30,16.536718368530273
2018-05-01,17.012998580932617
2018-05-02,16.935258865356445
2018-05-03,16.927215576171875
2018-05-04,17.466938018798828
2018-05-07,17.28911781311035
2018-05-08,17.412437438964844
2018-05-09,17.846715927124023
2018-05-10,18.230070114135742
2018-05-11,18.010238647460938
2018-05-14,18.231855392456055
2018-05-15,18.067434310913086
2018-05-16,18.489206314086914
2018-05-17,18.169300079345703
2018-05-18,17.46872901916504
2018-05-21,17.860122680664062
2018-05-22,18.138023376464844
2018-05-23,18.167509078979492
2018-05-24,18.262231826782227
2018-05-25,18.05313491821289
2018-05-29,17.896759033203125
2018-05-30,18.035263061523438
2018-05-31,17.70909881591797
2018-06-01,18.111217498779297
2018-06-04,18.28189468383789
2018-06-05,18.133657455444336
2018-06-06,17.933307647705078
2018-06-07,16.96480941772461
2018-06-08,16.892934799194336
2018-06-11,16.504823684692383
2018-06-12,16.794111251831055
2018-06-13,16.583885192871094
2018-06-14,16.276626586914062
2018-06-15,16.028663635253906
2018-06-18,15.650430679321289
2018-06-19,15.574066162109375
2018-06-20,15.680974006652832
2018-06-21,15.816635131835938
2018-06-22,15.695347785949707
2018-06-25,15.3638334274292
2018-06-26,15.62617015838623
2018-06-27,15.255126953125
2018-06-28,15.351255416870117
2018-06-29,15.529142379760742
2018-07-02,15.547114372253418
2018-07-03,15.026031494140625
2018-07-05,15.436601638793945
2018-07-06,15.619884490966797
2018-07-09,15.903782844543457
2018-07-10,15.848082542419434
2018-07-11,15.206611633300781
2018-07-12,15.391684532165527
2018-07-13,15.433911323547363
2018-07-16,15.433911323547363
2018-07-17,15.923547744750977
2018-07-18,16.29010009765625
2018-07-19,16.012493133544922
2018-07-20,15.974751472473145
2018-07-23,15.707921028137207
2018-07-24,15.577653884887695
2018-07-25,15.524650573730469
2018-07-26,15.925349235534668
2018-07-27,17.071725845336914
2018-07-30,16.875877380371094
2018-07-31,17.127422332763672
2018-08-01,16.736616134643555
2018-08-02,16.809383392333984
2018-08-03,16.82645606994629
2018-08-06,16.91809844970703
2018-08-07,16.702476501464844
2018-08-08,17.071725845336914
2018-08-09,16.57489776611328
2018-08-10,16.000810623168945
2018-08-13,16.005300521850586
2018-08-14,15.874135971069336
2018-08-15,15.527342796325684
2018-08-16,15.65852165222168
2018-08-17,15.265007019042969
2018-08-20,15.388092994689941
2018-08-21,15.667500495910645
2018-08-22,15.54980754852295
2018-08-23,15.521951675415039
2018-08-24,15.494109153747559
2018-08-27,15.831006050109863
2018-08-28,15.64504337310791
2018-08-29,15.508480072021484
2018-08-30,15.49500846862793
2018-08-31,15.550702095031738
2018-09-04,15.449180603027344
2018-09-05,15.456375122070312
2018-09-06,14.379166603088379
2018-09-07,14.336943626403809
2018-09-10,14.32616138458252
2018-09-11,14.058384895324707
2018-09-12,13.603338241577148
2018-09-13,13.852118492126465
2018-09-14,13.882879257202148
2018-09-17,13.759846687316895
2018-09-18,13.900069236755371
2018-09-19,13.858452796936035
2018-09-20,14.047526359558105
2018-09-21,14.083712577819824
2018-09-24,13.998675346374512
2018-09-25,13.686566352844238
2018-09-26,13.462213516235352
2018-09-27,13.62143325805664
2018-09-28,13.72365951538086
2018-10-01,13.591580390930176
2018-10-02,13.667570114135742
2018-10-03,13.766178131103516
2018-10-04,13.480305671691895
2018-10-05,13.379892349243164
2018-10-08,13.215242385864258
2018-10-09,13.069591522216797
2018-10-10,12.645308494567871
2018-10-11,12.44990062713623
2018-10-12,12.991792678833008
2018-10-15,12.892278671264648
2018-10-16,13.14196491241455
2018-10-17,13.3147554397583
2018-10-18,13.125679969787598
2018-10-19,13.13563346862793
2018-10-22,13.05150032043457
2018-10-23,13.243287086486816
2018-10-24,12.602787971496582
2018-10-25,12.896801948547363
2018-10-26,12.583789825439453
2018-10-29,12.28344440460205
2018-10-30,12.599169731140137
2018-10-31,12.821715354919434
2018-11-01,13.73813247680664
2018-11-02,13.706470489501953
2018-11-05,13.353652000427246
2018-11-06,13.757128715515137
2018-11-07,13.72275161743164
2018-11-08,13.721848487854004
2018-11-09,13.3753662109375
2018-11-12,12.928466796875
2018-11-13,13.022550582885742
2018-11-14,12.913086891174316
2018-11-15,13.244187355041504
2018-11-16,13.388936042785645
2018-11-19,13.00355339050293
2018-11-20,12.977317810058594
2018-11-21,13.074114799499512
2018-11-23,13.021646499633789
2018-11-26,13.280376434326172
2018-11-27,13.28309154510498
2018-11-28,13.917255401611328
2018-11-29,13.818648338317871
2018-11-30,14.199506759643555
2018-12-03,14.566797256469727
2018-12-04,13.634967803955078
2018-12-06,13.274259567260742
2018-12-07,12.572884559631348
2018-12-10,12.553754806518555
2018-12-11,12.596566200256348
2018-12-12,12.611140251159668
2018-12-13,12.639378547668457
2018-12-14,12.330586433410645
2018-12-17,12.358823776245117
2018-12-18,12.563774108886719
2018-12-19,11.943466186523438
2018-12-20,11.687507629394531
2018-12-21,11.582757949829102
2018-12-24,11.229337692260742
2018-12-26,11.91795825958252
2018-12-27,12.140213966369629
2018-12-28,12.335142135620117
2018-12-31,12.403460502624512
2019-01-02,12.597477912902832
2019-01-03,11.989920616149902
2019-01-04,12.575614929199219
2019-01-07,12.687657356262207
2019-01-08,12.472685813903809
2019-01-09,13.116676330566406
2019-01-10,13.168597221374512
2019-01-11,13.126697540283203
2019-01-14,12.791492462158203
2019-01-15,12.752328872680664
2019-01-16,12.638467788696289
2019-01-17,12.912643432617188
2019-01-18,13.44003963470459
2019-01-22,12.742308616638184
2019-01-23,12.691298484802246
2019-01-24,14.683392524719238
2019-01-25,15.074162483215332
2019-01-28,15.126084327697754
2019-01-29,15.028617858886719
2019-01-30,15.56967830657959
2019-01-31,15.446710586547852
2019-02-01,15.737287521362305
2019-02-04,15.772808074951172
2019-02-05,15.821083068847656
2019-02-06,16.131689071655273
2019-02-07,16.005990982055664
2019-02-08,15.967733383178711
2019-02-11,16.024206161499023
2019-02-12,16.327533721923828
2019-02-13,16.48785400390625
2019-02-14,16.516996383666992
2019-02-15,16.495132446289062
2019-02-19,16.424083709716797
2019-02-20,16.597152709960938
2019-02-21,16.28836441040039
2019-02-22,16.324804306030273
2019-02-25,16.35941505432129
2019-02-26,16.264678955078125
2019-02-27,16.14080047607422
2019-02-28,16.039690017700195
2019-03-01,16.09981918334961
2019-03-04,16.192724227905273
2019-03-05,15.807426452636719
2019-03-06,15.411187171936035
2019-03-07,15.226276397705078
2019-03-08,15.378392219543457
2019-03-11,15.66805648803711
2019-03-12,15.672605514526367
2019-03-13,15.522314071655273
2019-03-14,16.07977294921875
2019-03-15,16.613548278808594
2019-03-18,16.4140625
2019-03-19,16.436973571777344
2019-03-20,16.106128692626953
2019-03-21,16.844812393188477
2019-03-22,16.446142196655273
2019-03-25,16.413148880004883
2019-03-26,16.501127243041992
2019-03-27,16.28026008605957
2019-03-28,16.100637435913086
2019-03-29,16.405813217163086
2019-04-01,16.927295684814453
2019-04-02,16.88697052001953
2019-04-03,17.55415916442871
2019-04-04,17.50741958618164
2019-04-05,17.885005950927734
2019-04-08,17.741121292114258
2019-04-09,17.455184936523438
2019-04-10,17.490005493164062
2019-04-11,17.533084869384766
2019-04-12,17.786945343017578
2019-04-15,17.67055320739746
2019-04-16,17.836437225341797
2019-04-17,17.989490509033203
2019-04-18,17.850181579589844
2019-04-22,17.891422271728516
2019-04-23,17.851097106933594
2019-04-24,17.91158676147461
2019-04-25,18.79507064819336
2019-04-26,18.91512680053711
2019-04-29,18.890377044677734
2019-04-30,19.010438919067383
2019-05-01,18.692424774169922
2019-05-02,18.95636749267578
2019-05-03,19.042516708374023
2019-05-06,18.745576858520508
2019-05-07,18.324003219604492
2019-05-08,18.302919387817383
2019-05-09,18.20393943786621
2019-05-10,18.137035369873047
2019-05-13,17.25722312927246
2019-05-14,17.636642456054688
2019-05-15,17.915252685546875
2019-05-16,17.82176971435547
2019-05-17,17.794279098510742
2019-05-20,16.83289909362793
2019-05-21,17.12982940673828
2019-05-22,17.154582977294922
2019-05-23,16.99602699279785
2019-05-24,16.670677185058594
2019-05-28,16.39756965637207
2019-05-29,16.276596069335938
2019-05-30,16.370073318481445
2019-05-31,16.0025691986084
2019-06-03,15.802777290344238
2019-06-04,16.53504180908203
2019-06-05,16.709171295166016
2019-06-06,16.92179298400879
2019-06-07,17.10875129699707
2019-06-10,17.520254135131836
2019-06-11,17.506427764892578
2019-06-12,16.58095932006836
2019-06-13,16.60953712463379
2019-06-14,16.29705238342285
2019-06-17,15.90160846710205
2019-06-18,16.63257598876953
2019-06-19,16.722911834716797
2019-06-20,16.957048416137695
2019-06-21,16.871318817138672
2019-06-24,16.709089279174805
2019-06-25,16.20671844482422
2019-06-26,16.710004806518555
2019-06-27,17.157072067260742
2019-06-28,17.314697265625
2019-07-01,17.637317657470703
2019-07-02,17.254777908325195
2019-07-03,17.040006637573242
2019-07-05,16.927541732788086
2019-07-08,16.721067428588867
2019-07-09,16.87592887878418
2019-07-10,16.98101043701172
2019-07-11,17.042768478393555
2019-07-12,17.628103256225586
2019-07-15,17.76728057861328
2019-07-16,17.496286392211914
2019-07-17,17.672348022460938
2019-07-18,18.272424697875977
2019-07-19,18.294546127319336
2019-07-22,19.10018539428711
2019-07-23,19.335235595703125
2019-07-24,20.000757217407227
2019-07-25,19.42649269104004
2019-07-26,19.42649269104004
2019-07-29,19.432945251464844
2019-07-30,19.47903823852539
2019-07-31,19.229230880737305
2019-08-01,18.966524124145508
2019-08-02,18.81258773803711
2019-08-05,17.839187622070312
2019-08-06,17.930444717407227
2019-08-07,18.106502532958984
2019-08-08,18.571996688842773
2019-08-09,18.004186630249023
2019-08-12,18.095441818237305
2019-08-13,18.960073471069336
2019-08-14,18.297306060791016
2019-08-15,18.336950302124023
2019-08-16,18.90660858154297
2019-08-19,19.1776123046875
2019-08-20,19.05870246887207
2019-08-21,19.17208480834961
2019-08-22,19.39975929260254
2019-08-23,18.471529006958008
2019-08-26,18.559101104736328
2019-08-27,18.41437339782715
2019-08-28,18.737913131713867
2019-08-29,19.14166259765625
2019-08-30,19.404375076293945
2019-09-03,19.62836456298828
2019-09-04,20.426618576049805
2019-09-05,20.900413513183594
2019-09-06,21.009187698364258
2019-09-09,21.232254028320312
2019-09-10,21.379745483398438
2019-09-11,21.570547103881836
2019-09-12,21.64982032775879
2019-09-13,21.71341896057129
