Date,META
2023-07-31,316.1192626953125
2023-08-01,320.1972351074219
2023-08-02,311.8626403808594
2023-08-03,310.75140380859375
2023-08-04,308.3105163574219
2023-08-07,314.09515380859375
2023-08-08,310.2056884765625
2023-08-09,302.8335266113281
2023-08-10,303.3594055175781
2023-08-11,299.2913513183594
2023-08-14,303.805908203125
2023-08-15,299.59893798828125
2023-08-16,291.99853515625
2023-08-17,282.8702087402344
2023-08-18,281.0445251464844
2023-08-21,287.64276123046875
2023-08-22,285.3606262207031
2023-08-23,291.94891357421875
2023-08-24,284.51727294921875
2023-08-25,283.2770080566406
2023-08-28,287.99993896484375
2023-08-29,295.66973876953125
2023-08-30,292.8022155761719
2023-08-31,293.5860900878906
2023-09-01,294.0722961425781
2023-09-05,297.81292724609375
2023-09-06,296.84051513671875
2023-09-07,296.344482421875
2023-09-08,295.5705261230469
2023-09-11,305.1652526855469
2023-09-12,299.3111572265625
2023-09-13,302.6846923828125
2023-09-14,309.2928161621094
2023-09-15,297.9716796875
2023-09-18,300.1942443847656
2023-09-19,302.69464111328125
2023-09-20,297.336669921875
2023-09-21,293.4273681640625
2023-09-22,296.751220703125
2023-09-25,298.4876403808594
2023-09-26,296.6321716308594
2023-09-27,295.4216613769531
2023-09-28,301.59326171875
2023-09-29,297.8724365234375
2023-10-02,304.4309997558594
2023-10-03,298.5967712402344
2023-10-04,303.20062255859375
2023-10-05,302.4167785644531
2023-10-06,312.9739685058594
2023-10-09,315.8811340332031
2023-10-10,319.3340148925781
2023-10-11,325.2674560546875
2023-10-12,321.6359558105469
2023-10-13,312.2397155761719
2023-10-16,318.6493835449219
2023-10-17,321.4771728515625
2023-10-18,314.5019836425781
2023-10-19,310.3742980957031
2023-10-20,306.2467346191406
2023-10-23,311.5650329589844
2023-10-24,310.1163635253906
2023-10-25,297.19775390625
2023-10-26,286.10479736328125
2023-10-27,294.4195556640625
2023-10-30,300.30340576171875
2023-10-31,298.9242248535156
2023-11-01,309.42181396484375
2023-11-02,308.4494323730469
2023-11-03,312.1504211425781
2023-11-06,313.3410339355469
2023-11-07,316.3375549316406
2023-11-08,317.2900695800781
2023-11-09,318.0540466308594
2023-11-10,326.21002197265625
2023-11-13,326.6268005371094
2023-11-14,333.69134521484375
2023-11-15,330.1194152832031
2023-11-16,331.5878601074219
2023-11-17,332.4313049316406
2023-11-20,337.3228454589844
2023-11-21,334.3561706542969
2023-11-22,338.8310241699219
2023-11-24,335.5964050292969
2023-11-27,332.0939636230469
2023-11-28,336.3504943847656
2023-11-29,329.6134033203125
2023-11-30,324.6026916503906
2023-12-01,322.2908630371094
2023-12-04,317.5281982421875
2023-12-05,315.8116455078125
2023-12-06,314.9782409667969
2023-12-07,324.04705810546875
2023-12-08,330.15911865234375
2023-12-11,322.7472229003906
2023-12-12,331.6176452636719
2023-12-13,332.13360595703125
2023-12-14,330.57586669921875
2023-12-15,332.3121643066406
2023-12-18,341.9366455078125
2023-12-19,347.6319885253906
2023-12-20,346.5604248046875
2023-12-21,351.3329162597656
2023-12-22,350.6383972167969
2023-12-26,352.067138671875
2023-12-27,355.0438232421875
2023-12-28,355.530029296875
2023-12-29,351.20391845703125
2024-01-02,343.59368896484375
2024-01-03,341.7878112792969
2024-01-04,344.41717529296875
2024-01-05,349.20965576171875
2024-01-08,355.8673400878906
2024-01-09,354.6468811035156
2024-01-10,367.58538818359375
2024-01-11,366.7916259765625
2024-01-12,371.5740051269531
2024-01-16,364.59881591796875
2024-01-17,365.501708984375
2024-01-18,373.2012939453125
2024-01-19,380.46429443359375
2024-01-22,378.80731201171875
2024-01-23,382.2006530761719
2024-01-24,387.6578369140625
2024-01-25,390.1185607910156
2024-01-26,391.0710754394531
2024-01-29,397.8974914550781
2024-01-30,396.9449768066406
2024-01-31,387.102294921875
2024-02-01,391.70611572265625
2024-02-02,471.29150390625
2024-02-05,455.83282470703125
2024-02-06,451.1794128417969
2024-02-07,465.93359375
2024-02-08,466.34039306640625
2024-02-09,464.46514892578125
2024-02-12,465.2489318847656
2024-02-13,456.5373229980469
2024-02-14,469.5948486328125
2024-02-15,480.26116943359375
2024-02-16,469.634521484375
2024-02-20,468.0767517089844
2024-02-21,464.8784484863281
2024-02-22,482.8565673828125
2024-02-23,480.7707214355469
2024-02-26,478.49615478515625
2024-02-27,483.7703857421875
2024-02-28,480.7607727050781
2024-02-29,486.82965087890625
2024-03-01,498.91766357421875
2024-03-04,494.8354187011719
2024-03-05,486.9190673828125
2024-03-06,492.7495422363281
2024-03-07,508.7411193847656
2024-03-08,502.5431823730469
2024-03-11,480.3336486816406
2024-03-12,496.3848571777344
2024-03-13,492.23297119140625
2024-03-14,488.5182189941406
2024-03-15,480.8403015136719
2024-03-18,493.6335144042969
2024-03-19,492.89849853515625
2024-03-20,502.1159973144531
2024-03-21,504.3409423828125
2024-03-22,506.1486511230469
2024-03-25,499.6328430175781
2024-03-26,492.5508728027344
2024-03-27,490.5345458984375
2024-03-28,482.310302734375
2024-04-01,488.04144287109375
2024-04-02,494.0208740234375
2024-04-03,503.32781982421875
2024-04-04,507.4797058105469
2024-04-05,523.7891235351562
2024-04-08,515.7535400390625
2024-04-09,513.41943359375
2024-04-10,516.32958984375
2024-04-11,519.6372680664062
2024-04-12,508.4530334472656
2024-04-15,496.86163330078125
2024-04-16,496.39483642578125
2024-04-17,490.84246826171875
2024-04-18,498.4211120605469
2024-04-19,477.83062744140625
2024-04-22,478.48626708984375
2024-04-23,492.75946044921875
2024-04-24,490.17694091796875
2024-04-25,438.40789794921875
2024-04-26,440.3050537109375
2024-04-29,429.7068786621094
2024-04-30,427.2734069824219
2024-05-01,436.2326354980469
2024-05-02,438.70587158203125
2024-05-03,448.91668701171875
2024-05-06,462.5442810058594
2024-05-07,465.0870666503906
2024-05-08,469.4176940917969
