Date,CRM
2016-08-09,80.00538635253906
2016-08-10,79.0789794921875
2016-08-11,80.3010482788086
2016-08-12,80.44889068603516
2016-08-15,77.77809143066406
2016-08-16,76.83199310302734
2016-08-17,75.21570587158203
2016-08-18,75.79717254638672
2016-08-19,76.35893249511719
2016-08-22,76.13224792480469
2016-08-23,76.89110565185547
2016-08-24,76.69400024414062
2016-08-25,79.00015258789062
2016-08-26,78.87202453613281
2016-08-29,78.76362609863281
2016-08-30,78.67493438720703
2016-08-31,78.2708511352539
2016-09-01,74.81165313720703
2016-09-02,74.01338195800781
2016-09-06,74.3287353515625
2016-09-07,73.92466735839844
2016-09-08,73.7965316772461
2016-09-09,73.12639617919922
2016-09-12,73.28407287597656
2016-09-13,72.00288391113281
2016-09-14,72.75189208984375
2016-09-15,72.91941833496094
2016-09-16,72.22955322265625
2016-09-19,71.9437484741211
2016-09-20,71.85505676269531
2016-09-21,73.10668182373047
2016-09-22,73.5107421875
2016-09-23,69.37151336669922
2016-09-26,69.17440795898438
2016-09-27,69.03643035888672
2016-09-28,70.5837173461914
2016-09-29,70.16979217529297
2016-09-30,70.29791259765625
2016-10-03,69.49962615966797
2016-10-04,71.57910919189453
2016-10-05,67.43001556396484
2016-10-06,70.22892761230469
2016-10-07,69.88400268554688
2016-10-10,74.01338195800781
2016-10-11,71.37213134765625
2016-10-12,71.18489074707031
2016-10-13,69.60802459716797
2016-10-14,73.19535827636719
2016-10-17,71.77620697021484
2016-10-18,71.71707153320312
2016-10-19,71.76634216308594
2016-10-20,71.53968048095703
2016-10-21,72.92927551269531
2016-10-24,73.97395324707031
2016-10-25,73.97395324707031
2016-10-26,73.86553192138672
2016-10-27,73.65856170654297
2016-10-28,74.04293823242188
2016-10-31,74.07249450683594
2016-11-01,74.35829162597656
2016-11-02,73.91481018066406
2016-11-03,73.0672607421875
2016-11-04,73.29393005371094
2016-11-07,75.19600677490234
2016-11-08,75.44239044189453
2016-11-09,74.80179595947266
2016-11-10,72.56462860107422
2016-11-11,73.5107421875
2016-11-14,71.70722198486328
2016-11-15,72.948974609375
2016-11-16,72.24925994873047
2016-11-17,74.10205078125
2016-11-18,76.64472961425781
2016-11-21,75.04817199707031
2016-11-22,74.47657012939453
2016-11-23,72.87999725341797
2016-11-25,72.6631851196289
2016-11-28,71.87477111816406
2016-11-29,71.87477111816406
2016-11-30,70.95822143554688
2016-12-01,67.46944427490234
2016-12-02,67.42015838623047
2016-12-05,69.77558135986328
2016-12-06,69.59818267822266
2016-12-07,70.74140167236328
2016-12-08,70.82024383544922
2016-12-09,70.14022064208984
2016-12-12,69.36165618896484
2016-12-13,70.57386016845703
2016-12-14,70.29791259765625
2016-12-15,69.21382904052734
2016-12-16,68.84916687011719
2016-12-19,68.5042495727539
2016-12-20,68.84916687011719
2016-12-21,69.0955810546875
2016-12-22,68.88859558105469
2016-12-23,68.85903930664062
2016-12-27,68.83932495117188
2016-12-28,68.09032440185547
2016-12-29,68.14945220947266
2016-12-30,67.46944427490234
2017-01-03,69.51934814453125
2017-01-04,71.74664306640625
2017-01-05,71.73678588867188
2017-01-06,72.732177734375
2017-01-09,72.88986206054688
2017-01-10,72.90955352783203
2017-01-11,74.67366027832031
2017-01-12,74.12176513671875
2017-01-13,74.54554748535156
2017-01-17,73.93452453613281
2017-01-18,74.68352508544922
2017-01-19,74.47657012939453
2017-01-20,74.92989349365234
2017-01-23,75.05802917480469
2017-01-24,75.99427795410156
2017-01-25,77.3345947265625
2017-01-26,76.82212829589844
2017-01-27,77.07837677001953
2017-01-30,77.57111358642578
2017-01-31,77.95549011230469
2017-02-01,77.44302368164062
2017-02-02,78.9705810546875
2017-02-03,79.04942321777344
2017-02-06,78.5960922241211
2017-02-07,79.04942321777344
2017-02-08,79.5323486328125
2017-02-09,79.8575668334961
2017-02-10,79.47320556640625
2017-02-13,79.73930358886719
2017-02-14,79.7491455078125
2017-02-15,80.4883041381836
2017-02-16,79.65059661865234
2017-02-17,80.29118347167969
2017-02-21,80.99092102050781
2017-02-22,80.89236450195312
2017-02-23,80.88250732421875
2017-02-24,80.5967025756836
2017-02-27,80.36019134521484
2017-02-28,80.17293548583984
2017-03-01,82.59732818603516
2017-03-02,81.47383117675781
2017-03-03,81.03034973144531
2017-03-06,81.30628967285156
2017-03-07,81.76949310302734
2017-03-08,82.2721176147461
2017-03-09,82.07501220703125
2017-03-10,82.30167388916016
2017-03-13,82.40023803710938
2017-03-14,82.30167388916016
2017-03-15,82.2721176147461
2017-03-16,82.3115234375
2017-03-17,81.82862091064453
2017-03-20,81.70050048828125
2017-03-21,80.37003326416016
2017-03-22,80.69525909423828
2017-03-23,80.34046936035156
2017-03-24,80.4291763305664
2017-03-27,80.4291763305664
2017-03-28,80.95149230957031
2017-03-29,81.18801879882812
2017-03-30,81.36542510986328
2017-03-31,81.29642486572266
2017-04-03,81.11903381347656
2017-04-04,81.76949310302734
2017-04-05,84.10518646240234
2017-04-06,83.77011108398438
2017-04-07,83.15908813476562
2017-04-10,83.02110290527344
2017-04-11,82.64661407470703
2017-04-12,82.1636962890625
2017-04-13,81.92717742919922
2017-04-17,82.981689453125
2017-04-18,82.498779296875
2017-04-19,82.29181671142578
2017-04-20,82.83387756347656
2017-04-21,82.5776138305664
2017-04-24,82.95211791992188
2017-04-25,83.52374267578125
2017-04-26,83.72084045410156
2017-04-27,84.60781860351562
2017-04-28,84.8739242553711
2017-05-01,85.4061050415039
2017-05-02,85.82986450195312
2017-05-03,85.29769897460938
2017-05-04,85.26812744140625
2017-05-05,85.71162414550781
2017-05-08,85.60321044921875
2017-05-09,85.86929321289062
2017-05-10,86.04669189453125
2017-05-11,86.4408950805664
2017-05-12,87.75165557861328
2017-05-15,88.50067138671875
2017-05-16,88.45138549804688
2017-05-17,86.56901550292969
2017-05-18,86.4803237915039
2017-05-19,86.13539123535156
2017-05-22,87.65310668945312
2017-05-23,87.20962524414062
2017-05-24,88.30355834960938
2017-05-25,89.94937896728516
2017-05-26,89.51575469970703
2017-05-30,89.54531860351562
2017-05-31,88.34298706054688
2017-06-01,88.74705505371094
2017-06-02,89.54531860351562
2017-06-05,90.05781555175781
2017-06-06,89.78185272216797
2017-06-07,90.06766510009766
2017-06-08,89.92969512939453
2017-06-09,86.00727081298828
2017-06-12,84.93302917480469
2017-06-13,86.00727081298828
2017-06-14,85.9087142944336
2017-06-15,85.02174377441406
2017-06-16,84.75565338134766
2017-06-19,86.27336883544922
2017-06-20,85.66234588623047
2017-06-21,86.29308319091797
2017-06-22,87.1899185180664
2017-06-23,87.33773040771484
2017-06-26,86.83512878417969
2017-06-27,86.41133880615234
2017-06-28,86.81539916992188
2017-06-29,85.54408264160156
2017-06-30,85.34696197509766
2017-07-03,84.85420227050781
2017-07-05,86.23394012451172
2017-07-06,85.59334564208984
2017-07-07,86.64786529541016
2017-07-10,87.21947479248047
2017-07-11,87.0716323852539
2017-07-12,89.09197998046875
2017-07-13,88.27398681640625
2017-07-14,88.69776916503906
2017-07-17,87.99805450439453
2017-07-18,87.97833251953125
2017-07-19,88.26412963867188
2017-07-20,89.2299575805664
2017-07-21,88.39226531982422
2017-07-24,88.37254333496094
2017-07-25,89.31866455078125
2017-07-26,89.75228881835938
2017-07-27,89.20040130615234
2017-07-28,89.3088150024414
2017-07-31,89.48619842529297
2017-08-01,89.9001235961914
2017-08-02,88.58935546875
2017-08-03,89.0427017211914
2017-08-04,89.14126586914062
2017-08-07,89.1905288696289
2017-08-08,88.95401000976562
2017-08-09,88.81603240966797
2017-08-10,86.362060546875
2017-08-11,87.01250457763672
2017-08-14,88.94414520263672
2017-08-15,89.38763427734375
2017-08-16,90.90536499023438
2017-08-17,89.5650405883789
2017-08-18,89.44677734375
2017-08-21,90.43231201171875
2017-08-22,91.60508728027344
2017-08-23,91.72334289550781
2017-08-24,92.78772735595703
2017-08-25,92.73844909667969
2017-08-28,92.30482482910156
2017-08-29,92.47236633300781
2017-08-30,93.4874496459961
2017-08-31,94.10832977294922
2017-09-01,94.62080383300781
2017-09-05,94.78834533691406
2017-09-06,94.43354797363281
2017-09-07,95.33039093017578
2017-09-08,95.03471374511719
2017-09-11,96.29621887207031
2017-09-12,95.44865417480469
2017-09-13,94.22660064697266
2017-09-14,93.92108917236328
2017-09-15,93.26078796386719
2017-09-18,94.3547134399414
2017-09-19,93.9703598022461
2017-09-20,93.83238220214844
2017-09-21,93.4874496459961
2017-09-22,93.56629180908203
2017-09-25,91.13202667236328
2017-09-26,91.00390625
2017-09-27,91.861328125
2017-09-28,91.2601547241211
2017-09-29,92.06829071044922
2017-10-02,92.58074951171875
2017-10-03,93.98021697998047
2017-10-04,94.13788604736328
2017-10-05,94.34486389160156
2017-10-06,94.92632293701172
2017-10-09,94.8770523071289
2017-10-10,94.0097885131836
2017-10-11,94.62080383300781
2017-10-12,95.34024810791016
2017-10-13,95.53736114501953
2017-10-16,95.74431610107422
2017-10-17,95.32054138183594
2017-10-18,95.04458618164062
2017-10-19,95.78374481201172
2017-10-20,97.46900177001953
2017-10-23,97.0156478881836
2017-10-24,97.23247528076172
2017-10-25,98.14901733398438
2017-10-26,98.60237121582031
2017-10-27,99.24295043945312
2017-10-30,99.24295043945312
2017-10-31,100.85922241210938
2017-11-01,100.47486877441406
2017-11-02,101.1154556274414
2017-11-03,101.22386932373047
2017-11-06,100.93805694580078
2017-11-07,101.23371887207031
2017-11-08,103.51029968261719
2017-11-09,102.10098266601562
2017-11-10,103.7172622680664
2017-11-13,104.24945068359375
2017-11-14,104.69292449951172
2017-11-15,103.90451049804688
2017-11-16,105.48136901855469
2017-11-17,106.02339935302734
2017-11-20,105.81645202636719
2017-11-21,107.22576904296875
2017-11-22,105.28425598144531
2017-11-24,105.59961700439453
2017-11-27,105.03787231445312
2017-11-28,104.91960906982422
2017-11-29,102.03199768066406
2017-11-30,102.8105697631836
2017-12-01,102.3276596069336
2017-12-04,98.4052505493164
2017-12-05,99.23310089111328
2017-12-06,101.43083190917969
2017-12-07,102.56419372558594
2017-12-08,101.94331359863281
2017-12-11,103.02739715576172
2017-12-12,102.16998291015625
2017-12-13,102.43606567382812
2017-12-14,102.73172760009766
2017-12-15,103.95379638671875
2017-12-18,103.55957794189453
2017-12-19,102.7514419555664
2017-12-20,101.8940200805664
2017-12-21,102.1207046508789
2017-12-22,101.14501190185547
2017-12-26,101.05634307861328
2017-12-27,101.16474151611328
2017-12-28,101.30271911621094
2017-12-29,100.75081634521484
2018-01-02,102.89927673339844
2018-01-03,103.76653289794922
2018-01-04,105.13642120361328
2018-01-05,106.53588104248047
2018-01-08,107.28487396240234
2018-01-09,107.5706787109375
2018-01-10,107.22576904296875
2018-01-11,107.52140808105469
2018-01-12,108.64491271972656
2018-01-16,107.31444549560547
2018-01-17,108.44780731201172
2018-01-18,110.15277099609375
2018-01-19,110.31047058105469
2018-01-22,111.25657653808594
2018-01-23,111.60151672363281
2018-01-24,111.21714782714844
2018-01-25,110.34001922607422
2018-01-26,112.05484771728516
2018-01-29,111.66064453125
2018-01-30,110.60611724853516
2018-01-31,112.26182556152344
2018-02-01,111.10872650146484
2018-02-02,109.17709350585938
2018-02-05,106.09239959716797
2018-02-06,107.98461151123047
2018-02-07,108.4576644897461
2018-02-08,102.52476501464844
2018-02-09,105.43209075927734
2018-02-12,106.97937774658203
2018-02-13,106.1318130493164
2018-02-14,107.44256591796875
2018-02-15,111.48324584960938
2018-02-16,111.22700500488281
2018-02-20,112.69544219970703
2018-02-21,112.82357025146484
2018-02-22,111.36497497558594
2018-02-23,113.29661560058594
2018-02-26,114.96216583251953
2018-02-27,114.78477478027344
2018-02-28,114.56795501708984
2018-03-01,117.70193481445312
2018-03-02,120.1559066772461
2018-03-05,120.72753143310547
2018-03-06,122.67888641357422
2018-03-07,123.51657104492188
2018-03-08,124.53166961669922
2018-03-09,125.56648254394531
2018-03-12,124.94558715820312
2018-03-13,124.89631652832031
2018-03-14,126.13806915283203
2018-03-15,125.37922668457031
2018-03-16,124.1473159790039
2018-03-19,123.17164611816406
2018-03-20,123.30962371826172
2018-03-21,119.93910217285156
2018-03-22,116.33206176757812
2018-03-23,112.77428436279297
2018-03-26,117.24858856201172
2018-03-27,112.16326141357422
2018-03-28,111.24671173095703
2018-03-29,114.61724090576172
2018-04-02,113.6317138671875
2018-04-03,114.80447387695312
2018-04-04,117.751220703125
2018-04-05,117.31758117675781
2018-04-06,114.42012786865234
2018-04-09,115.49435424804688
2018-04-10,117.76107788085938
2018-04-11,117.43585205078125
2018-04-12,119.6434326171875
2018-04-13,117.28800964355469
2018-04-16,117.68222045898438
2018-04-17,121.56523132324219
2018-04-18,122.65916442871094
2018-04-19,122.26494598388672
2018-04-20,121.04289245605469
2018-04-23,120.12635803222656
2018-04-24,116.17437744140625
2018-04-25,115.62246704101562
2018-04-26,119.08168029785156
2018-04-27,118.48050689697266
2018-04-30,119.2393798828125
2018-05-01,121.32869720458984
2018-05-02,121.04289245605469
2018-05-03,122.6098861694336
2018-05-04,123.30962371826172
2018-05-07,125.13285064697266
2018-05-08,126.8870849609375
2018-05-09,127.85292053222656
2018-05-10,128.7300262451172
2018-05-11,128.7398681640625
2018-05-14,125.8424301147461
2018-05-15,126.27606964111328
2018-05-16,126.90680694580078
2018-05-17,124.2261734008789
2018-05-18,125.12300109863281
2018-05-21,124.5415267944336
2018-05-22,123.62498474121094
2018-05-23,126.23663330078125
2018-05-24,126.87722778320312
2018-05-25,126.1085205078125
2018-05-29,125.04414367675781
2018-05-30,127.42913818359375
2018-05-31,127.45868682861328
2018-06-01,128.6314697265625
2018-06-04,130.7306671142578
2018-06-05,132.1793670654297
2018-06-06,133.5886993408203
2018-06-07,130.98690795898438
2018-06-08,131.59793090820312
2018-06-11,132.04141235351562
2018-06-12,134.28842163085938
2018-06-13,134.5249481201172
2018-06-14,136.40731811523438
2018-06-15,136.40731811523438
2018-06-18,137.77719116210938
2018-06-19,137.50125122070312
2018-06-20,136.9296417236328
2018-06-21,135.88499450683594
2018-06-22,133.05650329589844
2018-06-25,131.26284790039062
2018-06-26,133.51971435546875
2018-06-27,131.2924041748047
2018-06-28,133.16493225097656
2018-06-29,134.4263916015625
2018-07-02,138.39808654785156
2018-07-03,135.84555053710938
2018-07-05,137.7476348876953
2018-07-06,139.35403442382812
2018-07-09,139.70884704589844
2018-07-10,140.3888397216797
2018-07-11,143.1483917236328
2018-07-12,146.01625061035156
2018-07-13,145.47421264648438
2018-07-16,144.83360290527344
2018-07-17,144.8927459716797
2018-07-18,145.7008514404297
2018-07-19,145.0307159423828
2018-07-20,144.74490356445312
2018-07-23,145.42494201660156
2018-07-24,143.8874969482422
2018-07-25,146.71595764160156
2018-07-26,145.43479919433594
2018-07-27,141.82774353027344
2018-07-30,136.03280639648438
2018-07-31,135.16554260253906
2018-08-01,135.68788146972656
2018-08-02,139.09783935546875
2018-08-03,138.99925231933594
2018-08-06,140.64511108398438
2018-08-07,142.35008239746094
2018-08-08,143.0695343017578
2018-08-09,143.71011352539062
2018-08-10,143.40457153320312
2018-08-13,142.35992431640625
2018-08-14,144.44927978515625
2018-08-15,142.94137573242188
2018-08-16,143.62139892578125
2018-08-17,142.9216766357422
2018-08-20,143.60169982910156
2018-08-21,143.42428588867188
2018-08-22,144.34085083007812
2018-08-23,145.6909942626953
2018-08-24,150.09634399414062
2018-08-27,149.48532104492188
2018-08-28,150.77633666992188
2018-08-29,152.56015014648438
2018-08-30,149.93865966796875
2018-08-31,150.47080993652344
2018-09-04,150.9931640625
2018-09-05,146.4991455078125
2018-09-06,146.67654418945312
2018-09-07,148.2533721923828
2018-09-10,149.1305389404297
2018-09-11,150.62850952148438
2018-09-12,153.1219024658203
2018-09-13,155.89126586914062
2018-09-14,155.2112579345703
2018-09-17,152.67843627929688
2018-09-18,153.7427978515625
2018-09-19,150.68765258789062
2018-09-20,153.2500457763672
2018-09-21,153.26976013183594
2018-09-24,156.4825897216797
2018-09-25,156.57125854492188
2018-09-26,156.0391082763672
2018-09-27,158.10867309570312
2018-09-28,156.72897338867188
2018-10-01,157.54696655273438
2018-10-02,154.9845733642578
2018-10-03,156.79795837402344
2018-10-04,152.6587371826172
2018-10-05,152.82627868652344
2018-10-08,146.4991455078125
2018-10-09,146.35130310058594
2018-10-10,135.81600952148438
2018-10-11,137.22531127929688
2018-10-12,144.61679077148438
2018-10-15,139.89610290527344
2018-10-16,145.306640625
2018-10-17,144.88287353515625
2018-10-18,140.77322387695312
2018-10-19,138.4572296142578
2018-10-22,140.88162231445312
2018-10-23,138.62474060058594
2018-10-24,131.3318328857422
2018-10-25,138.76275634765625
2018-10-26,133.5591278076172
2018-10-29,129.0946807861328
2018-10-30,130.25762939453125
2018-10-31,135.25424194335938
2018-11-01,137.57022094726562
2018-11-02,134.8107452392578
2018-11-05,133.48028564453125
2018-11-06,132.01185607910156
2018-11-07,139.7384033203125
2018-11-08,139.81724548339844
2018-11-09,134.9388885498047
2018-11-12,128.61175537109375
2018-11-13,130.2477569580078
2018-11-14,127.47842407226562
2018-11-15,130.57296752929688
2018-11-16,130.63211059570312
2018-11-19,119.25907897949219
2018-11-20,118.92399597167969
2018-11-21,121.80175018310547
2018-11-23,120.26432800292969
2018-11-26,124.58096313476562
2018-11-27,125.69459533691406
2018-11-28,138.60507202148438
2018-11-29,137.69833374023438
2018-11-30,140.69439697265625
2018-12-03,142.0642547607422
2018-12-04,137.22531127929688
2018-12-06,140.00450134277344
2018-12-07,133.98287963867188
2018-12-10,135.28379821777344
2018-12-11,134.8107452392578
2018-12-12,138.06300354003906
2018-12-13,139.09783935546875
2018-12-14,135.05715942382812
2018-12-17,128.93702697753906
2018-12-18,130.40542602539062
2018-12-19,129.26222229003906
2018-12-20,125.88185119628906
2018-12-21,121.13159942626953
2018-12-24,119.57445526123047
2018-12-26,128.9468536376953
2018-12-27,133.2437744140625
2018-12-28,132.73129272460938
2018-12-31,134.9881591796875
2019-01-02,133.5886993408203
2019-01-03,128.51321411132812
2019-01-04,135.9638214111328
2019-01-07,140.1621856689453
2019-01-08,143.61154174804688
2019-01-09,143.87765502929688
2019-01-10,144.91246032714844
2019-01-11,145.4150848388672
2019-01-14,143.93678283691406
2019-01-15,147.0313262939453
2019-01-16,146.39071655273438
2019-01-17,147.6522216796875
2019-01-18,150.30331420898438
2019-01-22,146.79481506347656
2019-01-23,147.58322143554688
2019-01-24,144.74490356445312
2019-01-25,147.5733642578125
2019-01-28,145.19825744628906
2019-01-29,143.07936096191406
2019-01-30,147.00177001953125
2019-01-31,149.7711181640625
2019-02-01,153.61468505859375
2019-02-04,155.43792724609375
2019-02-05,156.6895751953125
2019-02-06,155.8419952392578
2019-02-07,152.6882781982422
2019-02-08,154.4031219482422
2019-02-11,157.59622192382812
2019-02-12,160.43455505371094
2019-02-13,158.07911682128906
2019-02-14,157.16259765625
2019-02-15,156.7487030029297
2019-02-19,158.2860870361328
2019-02-20,156.24603271484375
2019-02-21,157.32029724121094
2019-02-22,158.97598266601562
2019-02-25,159.02525329589844
2019-02-26,160.6415252685547
2019-02-27,160.75979614257812
2019-02-28,161.2821044921875
2019-03-01,162.14939880371094
2019-03-04,156.20660400390625
2019-03-05,154.6987762451172
2019-03-06,154.52134704589844
2019-03-07,153.3485870361328
2019-03-08,152.81640625
2019-03-11,155.36891174316406
2019-03-12,155.98983764648438
2019-03-13,157.49766540527344
2019-03-14,158.34523010253906
2019-03-15,159.173095703125
2019-03-18,159.60670471191406
2019-03-19,161.55807495117188
2019-03-20,161.14410400390625
2019-03-21,164.53436279296875
2019-03-22,159.1632080078125
2019-03-25,158.5522003173828
2019-03-26,157.0935821533203
2019-03-27,152.87551879882812
2019-03-28,152.93466186523438
2019-03-29,156.07852172851562
2019-04-01,158.84783935546875
2019-04-02,158.1875457763672
2019-04-03,160.2670135498047
2019-04-04,156.22633361816406
2019-04-05,156.26576232910156
2019-04-08,156.17706298828125
2019-04-09,154.6987762451172
2019-04-10,157.92147827148438
2019-04-11,158.4043731689453
2019-04-12,158.3846893310547
2019-04-15,157.7736053466797
2019-04-16,156.39385986328125
2019-04-17,153.0923309326172
2019-04-18,153.73292541503906
2019-04-22,156.46286010742188
2019-04-23,158.89710998535156
2019-04-24,157.25128173828125
2019-04-25,160.730224609375
2019-04-26,163.55868530273438
2019-04-29,162.9673614501953
2019-04-30,162.95751953125
2019-05-01,159.80381774902344
2019-05-02,159.4884490966797
2019-05-03,160.9766082763672
2019-05-06,160.1487579345703
2019-05-07,154.6297607421875
2019-05-08,154.59034729003906
2019-05-09,154.04832458496094
2019-05-10,157.6258087158203
2019-05-13,150.93405151367188
2019-05-14,155.78285217285156
2019-05-15,152.81640625
2019-05-16,156.1868896484375
2019-05-17,152.33349609375
2019-05-20,153.7230682373047
2019-05-21,153.5260009765625
2019-05-22,155.35906982421875
2019-05-23,151.48593139648438
2019-05-24,152.2743377685547
2019-05-28,152.94451904296875
2019-05-29,150.6778106689453
2019-05-30,153.40771484375
2019-05-31,149.21922302246094
2019-06-03,143.00054931640625
2019-06-04,148.62789916992188
2019-06-05,156.14752197265625
2019-06-06,157.00491333007812
2019-06-07,158.93655395507812
2019-06-10,150.5792236328125
2019-06-11,147.9774627685547
2019-06-12,149.09109497070312
2019-06-13,149.15023803710938
2019-06-14,147.83946228027344
2019-06-17,148.11538696289062
2019-06-18,148.41107177734375
2019-06-19,151.9097137451172
2019-06-20,154.92543029785156
2019-06-21,154.5706329345703
2019-06-24,150.35260009765625
2019-06-25,147.17916870117188
2019-06-26,146.8834991455078
2019-06-27,148.5096435546875
2019-06-28,149.53457641601562
2019-07-01,151.83087158203125
2019-07-02,151.88999938964844
2019-07-03,153.33871459960938
2019-07-05,152.3433380126953
2019-07-08,150.59896850585938
2019-07-09,151.72247314453125
2019-07-10,154.00889587402344
2019-07-11,156.60084533691406
2019-07-12,155.79269409179688
2019-07-15,157.34002685546875
2019-07-16,154.8564453125
2019-07-17,155.95040893554688
2019-07-18,155.69415283203125
2019-07-19,154.48194885253906
2019-07-22,155.41819763183594
2019-07-23,153.98916625976562
2019-07-24,157.4385223388672
2019-07-25,157.04434204101562
2019-07-26,157.65536499023438
2019-07-29,153.9497528076172
2019-07-30,154.68893432617188
2019-07-31,152.26449584960938
2019-08-01,148.62789916992188
2019-08-02,143.5918426513672
2019-08-05,140.7535400390625
2019-08-06,140.73379516601562
2019-08-07,139.590576171875
2019-08-08,141.73904418945312
2019-08-09,141.29554748535156
2019-08-12,138.68389892578125
2019-08-13,141.79815673828125
2019-08-14,137.69833374023438
2019-08-15,140.073486328125
2019-08-16,141.80801391601562
2019-08-19,141.5911865234375
2019-08-20,143.43414306640625
2019-08-21,145.24752807617188
2019-08-22,146.0950927734375
2019-08-23,149.3769073486328
2019-08-26,152.89523315429688
2019-08-27,151.34796142578125
2019-08-28,149.63314819335938
2019-08-29,153.673828125
2019-08-30,153.81178283691406
2019-09-03,150.52011108398438
2019-09-04,150.2540283203125
2019-09-05,151.54507446289062
2019-09-06,148.88414001464844
2019-09-09,147.3762969970703
2019-09-10,147.4846954345703
2019-09-11,151.8604278564453
2019-09-12,152.51089477539062
2019-09-13,150.7664794921875
2019-09-16,150.7960662841797
2019-09-17,150.6088409423828
2019-09-18,150.55953979492188
