Date,QCOM
2016-11-03,51.5811653137207
2016-11-04,51.41166687011719
2016-11-07,52.74453353881836
2016-11-08,52.59814453125
2016-11-09,52.29767608642578
2016-11-10,51.08807373046875
2016-11-11,51.5272331237793
2016-11-14,50.79531478881836
2016-11-15,51.44248962402344
2016-11-16,51.08038330078125
2016-11-17,51.36545181274414
2016-11-18,51.858524322509766
2016-11-21,51.69673538208008
2016-11-22,52.62898254394531
2016-11-23,52.49027633666992
2016-11-25,52.61357116699219
2016-11-28,52.10110092163086
2016-11-29,51.844852447509766
2016-11-30,52.900840759277344
2016-12-01,49.81827163696289
2016-12-02,51.12273406982422
2016-12-05,51.52650451660156
2016-12-06,52.37284851074219
2016-12-07,53.06391906738281
2016-12-08,53.22696304321289
2016-12-09,53.20367431640625
2016-12-12,53.164852142333984
2016-12-13,53.84037399291992
2016-12-14,52.4582633972168
2016-12-15,52.82320785522461
2016-12-16,51.60415267944336
2016-12-19,52.03897476196289
2016-12-20,51.95356750488281
2016-12-21,52.14767837524414
2016-12-22,51.83707809448242
2016-12-23,51.91472625732422
2016-12-27,52.21756362915039
2016-12-28,51.0528564453125
2016-12-29,51.27803039550781
2016-12-30,50.625797271728516
2017-01-03,50.781089782714844
2017-01-04,50.83544158935547
2017-01-05,50.89756774902344
2017-01-06,50.88203811645508
2017-01-09,50.97521209716797
2017-01-10,50.95966720581055
2017-01-11,51.324607849121094
2017-01-12,51.340145111083984
2017-01-13,51.93025588989258
2017-01-17,49.84156799316406
2017-01-18,50.571434020996094
2017-01-19,50.03567886352539
2017-01-20,48.82438278198242
2017-01-23,42.61262893676758
2017-01-24,42.705810546875
2017-01-25,44.18111038208008
2017-01-26,41.968162536621094
2017-01-27,42.11570358276367
2017-01-30,41.626522064208984
2017-01-31,41.486759185791016
2017-02-01,41.26933670043945
2017-02-02,40.888877868652344
2017-02-03,41.1373405456543
2017-02-06,41.0596923828125
2017-02-07,41.36251449584961
2017-02-08,41.06745910644531
2017-02-09,41.0596923828125
2017-02-10,41.92933654785156
2017-02-13,42.651466369628906
2017-02-14,43.078514099121094
2017-02-15,43.86275100708008
2017-02-16,44.16556930541992
2017-02-17,43.83945846557617
2017-02-21,44.06463623046875
2017-02-22,44.336402893066406
2017-02-23,44.36744689941406
2017-02-24,44.42957305908203
2017-02-27,44.46092987060547
2017-02-28,44.264991760253906
2017-03-01,44.68036651611328
2017-03-02,44.17879104614258
2017-03-03,44.233646392822266
2017-03-06,44.241477966308594
2017-03-07,44.46092987060547
2017-03-08,45.275997161865234
2017-03-09,45.432743072509766
2017-03-10,45.95784378051758
2017-03-13,45.8167839050293
2017-03-14,45.628665924072266
2017-03-15,45.863792419433594
2017-03-16,45.730560302734375
2017-03-17,45.10358428955078
2017-03-20,45.307350158691406
2017-03-21,44.51578903198242
2017-03-22,44.70388412475586
2017-03-23,44.52362060546875
2017-03-24,44.609832763671875
2017-03-27,44.406063079833984
2017-03-28,44.97034454345703
2017-03-29,44.95467758178711
2017-03-30,44.829288482666016
2017-03-31,44.938995361328125
2017-04-03,44.28066635131836
2017-04-04,44.42173767089844
2017-04-05,44.25715255737305
2017-04-06,44.304168701171875
2017-04-07,44.139583587646484
2017-04-10,44.29634094238281
2017-04-11,43.37937927246094
2017-04-12,41.8432731628418
2017-04-13,41.37303161621094
2017-04-17,41.45140075683594
2017-04-18,41.27899169921875
2017-04-19,41.23196029663086
2017-04-20,41.271156311035156
2017-04-21,41.145755767822266
2017-04-24,41.388710021972656
2017-04-25,41.53761291503906
2017-04-26,41.56896209716797
2017-04-27,41.70219039916992
2017-04-28,42.11756896972656
2017-05-01,42.00784683227539
2017-05-02,41.76490020751953
2017-05-03,42.70537567138672
2017-05-04,43.0345458984375
2017-05-05,43.05021286010742
2017-05-08,42.80725860595703
2017-05-09,43.22264099121094
2017-05-10,43.36369323730469
2017-05-11,42.854286193847656
2017-05-12,43.355865478515625
2017-05-15,43.41856002807617
2017-05-16,43.84962844848633
2017-05-17,43.3872184753418
2017-05-18,43.98284912109375
2017-05-19,45.1976203918457
2017-05-22,46.45942687988281
2017-05-23,46.41239929199219
2017-05-24,45.95784378051758
2017-05-25,45.808937072753906
2017-05-26,45.52400207519531
2017-05-30,45.381553649902344
2017-05-31,45.32615280151367
2017-06-01,46.39460372924805
2017-06-02,46.36295700073242
2017-06-05,46.58454895019531
2017-06-06,46.06220626831055
2017-06-07,45.53193283081055
2017-06-08,45.998878479003906
2017-06-09,45.152034759521484
2017-06-12,45.500267028808594
2017-06-13,45.53984069824219
2017-06-14,45.12036895751953
2017-06-15,45.05705261230469
2017-06-16,44.97000503540039
2017-06-19,45.59524917602539
2017-06-20,44.94625473022461
2017-06-21,44.58219528198242
2017-06-22,44.692996978759766
2017-06-23,45.041236877441406
2017-06-26,44.764225006103516
2017-06-27,43.86988067626953
2017-06-28,44.44765090942383
2017-06-29,43.59288787841797
2017-06-30,43.70368957519531
2017-07-03,43.489990234375
2017-07-05,43.88572311401367
2017-07-06,43.36336898803711
2017-07-07,43.80657958984375
2017-07-10,44.03607940673828
2017-07-11,43.79073715209961
2017-07-12,44.47930908203125
2017-07-13,44.50305938720703
2017-07-14,44.96208572387695
2017-07-17,44.68508529663086
2017-07-18,44.550537109375
2017-07-19,44.9383430480957
2017-07-20,42.714378356933594
2017-07-21,42.611488342285156
2017-07-24,42.12078857421875
2017-07-25,42.160369873046875
2017-07-26,42.057472229003906
2017-07-27,41.543033599853516
2017-07-28,41.8516960144043
2017-07-31,42.097049713134766
2017-08-01,42.27116394042969
2017-08-02,42.081214904785156
2017-08-03,41.9071044921875
2017-08-04,41.64591979980469
2017-08-07,41.70924758911133
2017-08-08,41.38475036621094
2017-08-09,41.76464080810547
2017-08-10,41.424320220947266
2017-08-11,41.72507095336914
2017-08-14,42.38197708129883
2017-08-15,42.63523864746094
2017-08-16,42.1920280456543
2017-08-17,41.368927001953125
2017-08-18,41.0919189453125
2017-08-21,41.139408111572266
2017-08-22,41.43224334716797
2017-08-23,41.33725357055664
2017-08-24,41.543033599853516
2017-08-25,41.17896270751953
2017-08-28,41.45905303955078
2017-08-29,41.45905303955078
2017-08-30,41.70710754394531
2017-08-31,41.827152252197266
2017-09-01,41.65108871459961
2017-09-05,40.0346565246582
2017-09-06,40.37074661254883
2017-09-07,40.31475067138672
2017-09-08,39.72258377075195
2017-09-11,40.46678161621094
2017-09-12,40.73085021972656
2017-09-13,40.81888198852539
2017-09-14,41.194984436035156
2017-09-15,41.763118743896484
2017-09-18,41.81114196777344
2017-09-19,41.85114288330078
2017-09-20,41.595088958740234
2017-09-21,41.635074615478516
2017-09-22,41.68309783935547
2017-09-25,41.307010650634766
2017-09-26,40.91490936279297
2017-09-27,41.2509880065918
2017-09-28,41.41102600097656
2017-09-29,41.48305130004883
2017-10-02,41.51506423950195
2017-10-03,41.6270866394043
2017-10-04,41.57908630371094
2017-10-05,41.891170501708984
2017-10-06,42.00319290161133
2017-10-09,42.31527328491211
2017-10-10,43.10747146606445
2017-10-11,43.30752944946289
2017-10-12,42.41130447387695
2017-10-13,42.26726150512695
2017-10-16,41.91516876220703
2017-10-17,41.93917465209961
2017-10-18,41.77913284301758
2017-10-19,41.84315490722656
2017-10-20,41.6270866394043
2017-10-23,42.723384857177734
2017-10-24,43.41156768798828
2017-10-25,43.083473205566406
2017-10-26,43.05146789550781
2017-10-27,43.667625427246094
2017-10-30,43.739654541015625
2017-10-31,40.81888198852539
2017-11-01,42.77941131591797
2017-11-02,43.88370895385742
2017-11-03,49.4611930847168
2017-11-06,50.029327392578125
2017-11-07,51.29365921020508
2017-11-08,52.40596008300781
2017-11-09,51.69377899169922
2017-11-10,51.669761657714844
2017-11-13,53.20616149902344
2017-11-14,52.81407165527344
2017-11-15,52.501991271972656
2017-11-16,52.902103424072266
2017-11-17,53.39024353027344
2017-11-20,53.1901741027832
2017-11-21,53.3502197265625
2017-11-22,54.51852035522461
2017-11-24,55.1426887512207
2017-11-27,54.52653121948242
2017-11-28,55.18016815185547
2017-11-29,53.67920684814453
2017-11-30,53.53396987915039
2017-12-01,52.848045349121094
2017-12-04,52.09756088256836
2017-12-05,52.202476501464844
2017-12-06,52.43648910522461
2017-12-07,52.63823318481445
2017-12-08,51.83934020996094
2017-12-11,52.59788513183594
2017-12-12,52.339664459228516
2017-12-13,52.37194061279297
2017-12-14,52.21052932739258
2017-12-15,52.25896453857422
2017-12-18,52.75928497314453
2017-12-19,52.04914093017578
2017-12-20,52.12984848022461
2017-12-21,51.960384368896484
2017-12-22,52.23475646972656
2017-12-26,51.88776397705078
2017-12-27,52.0814323425293
2017-12-28,51.95231628417969
2017-12-29,51.66181564331055
2018-01-02,52.61403274536133
2018-01-03,53.211181640625
2018-01-04,53.28379821777344
2018-01-05,53.63886260986328
2018-01-08,53.47747802734375
2018-01-09,52.67051315307617
2018-01-10,52.662445068359375
2018-01-11,52.79962921142578
2018-01-12,52.75928497314453
2018-01-16,55.07526397705078
2018-01-17,54.88965606689453
2018-01-18,54.913883209228516
2018-01-19,54.90579605102539
2018-01-22,55.41419219970703
2018-01-23,55.14788818359375
2018-01-24,54.85738754272461
2018-01-25,54.405487060546875
2018-01-26,55.30121612548828
2018-01-29,54.32478332519531
2018-01-30,54.05849075317383
2018-01-31,55.07526397705078
2018-02-01,53.905174255371094
2018-02-02,53.316078186035156
2018-02-05,49.81386947631836
2018-02-06,51.96845245361328
2018-02-07,52.48491287231445
2018-02-08,50.37065887451172
2018-02-09,51.637596130371094
2018-02-12,52.98524475097656
2018-02-13,53.017494201660156
2018-02-14,53.73570251464844
2018-02-15,52.67858123779297
2018-02-16,52.33158493041992
2018-02-20,51.637596130371094
2018-02-21,51.1614990234375
2018-02-22,50.177001953125
2018-02-23,51.0969352722168
2018-02-26,54.05040740966797
2018-02-27,53.99345779418945
2018-02-28,52.90285110473633
2018-03-01,52.87027359008789
2018-03-02,52.691219329833984
2018-03-05,52.09709548950195
2018-03-06,50.57510757446289
2018-03-07,50.8599739074707
2018-03-08,50.314674377441406
2018-03-09,51.299476623535156
2018-03-12,51.12041091918945
2018-03-13,48.58921813964844
2018-03-14,48.93104934692383
2018-03-15,48.74385070800781
2018-03-16,49.33799743652344
2018-03-19,47.50675582885742
2018-03-20,47.41720962524414
2018-03-21,46.237083435058594
2018-03-22,45.235992431640625
2018-03-23,43.6733283996582
2018-03-26,45.68364715576172
2018-03-27,44.63371658325195
2018-03-28,44.51976776123047
2018-03-29,45.097625732421875
2018-04-02,43.795413970947266
2018-04-03,44.58488082885742
2018-04-04,44.75580978393555
2018-04-05,44.796485900878906
2018-04-06,43.23382568359375
2018-04-09,43.48613739013672
2018-04-10,44.57673645019531
2018-04-11,44.77207565307617
2018-04-12,44.92672348022461
2018-04-13,45.35808181762695
2018-04-16,44.57673645019531
2018-04-17,45.048797607421875
2018-04-18,44.95113754272461
2018-04-19,42.78618240356445
2018-04-20,41.866493225097656
2018-04-23,41.1258544921875
2018-04-24,40.645652770996094
2018-04-25,40.49100875854492
2018-04-26,41.07701873779297
2018-04-27,41.59790802001953
2018-04-30,41.51650619506836
2018-05-01,41.361873626708984
2018-05-02,40.906105041503906
2018-05-03,40.94679641723633
2018-05-04,42.7210693359375
2018-05-07,43.14430236816406
2018-05-08,43.02222442626953
2018-05-09,43.27451705932617
2018-05-10,44.73952102661133
2018-05-11,44.95113754272461
2018-05-14,46.180110931396484
2018-05-15,45.284828186035156
2018-05-16,46.147544860839844
2018-05-17,46.35102844238281
2018-05-18,46.80680847167969
2018-05-21,46.969581604003906
2018-05-22,46.709136962890625
2018-05-23,47.87299346923828
2018-05-24,48.08460998535156
2018-05-25,48.80083084106445
2018-05-29,47.88797378540039
2018-05-30,48.01955795288086
2018-05-31,47.79750442504883
2018-06-01,48.20048522949219
2018-06-04,48.28273010253906
2018-06-05,48.50477600097656
2018-06-06,49.2120246887207
2018-06-07,49.869937896728516
2018-06-08,49.55743408203125
2018-06-11,49.286048889160156
2018-06-12,49.17091751098633
2018-06-13,48.7021369934082
2018-06-14,48.899513244628906
2018-06-15,49.22847366333008
2018-06-18,48.68569564819336
2018-06-19,48.274505615234375
2018-06-20,48.348506927490234
2018-06-21,48.31562042236328
2018-06-22,48.11001968383789
2018-06-25,46.91754913330078
2018-06-26,46.42412567138672
2018-06-27,45.3714485168457
2018-06-28,45.97179412841797
2018-06-29,46.1527214050293
2018-07-02,46.202064514160156
2018-07-03,45.50303649902344
2018-07-05,47.188934326171875
2018-07-06,47.56724548339844
2018-07-09,47.73171615600586
2018-07-10,48.00311279296875
2018-07-11,47.12314987182617
2018-07-12,47.96199417114258
2018-07-13,48.01955795288086
2018-07-16,47.98666000366211
2018-07-17,48.44720458984375
2018-07-18,48.32384490966797
2018-07-19,48.776161193847656
2018-07-20,48.20048522949219
2018-07-23,48.58701705932617
2018-07-24,48.39785385131836
2018-07-25,48.86662292480469
2018-07-26,52.287776947021484
2018-07-27,51.55583953857422
2018-07-30,51.021305084228516
2018-07-31,52.70720291137695
2018-08-01,52.921024322509766
2018-08-02,53.26643371582031
2018-08-03,53.784542083740234
2018-08-06,54.05593490600586
2018-08-07,53.81742477416992
2018-08-08,53.587162017822266
2018-08-09,53.5213623046875
2018-08-10,53.30754470825195
2018-08-13,53.32398986816406
2018-08-14,53.80921173095703
2018-08-15,54.014808654785156
2018-08-16,54.08059310913086
2018-08-17,54.32731628417969
2018-08-20,54.40955352783203
2018-08-21,54.730289459228516
2018-08-22,54.96876907348633
2018-08-23,54.98523712158203
2018-08-24,55.223716735839844
2018-08-27,55.379981994628906
2018-08-28,57.38663101196289
2018-08-29,56.909645080566406
2018-08-30,56.037899017333984
2018-08-31,56.506656646728516
2018-09-04,58.07514953613281
2018-09-05,58.8303337097168
2018-09-06,58.390499114990234
2018-09-07,58.407081604003906
2018-09-10,60.01704406738281
2018-09-11,60.17475128173828
2018-09-12,59.54402542114258
2018-09-13,61.917484283447266
2018-09-14,62.31582260131836
2018-09-17,60.780540466308594
2018-09-18,62.00878143310547
2018-09-19,61.4610710144043
2018-09-20,61.909175872802734
2018-09-21,61.16228103637695
2018-09-24,61.06271743774414
2018-09-25,60.36561965942383
2018-09-26,59.55233383178711
2018-09-27,59.51081848144531
2018-09-28,59.77640914916992
2018-10-01,60.24943923950195
2018-10-02,60.871826171875
2018-10-03,60.282615661621094
2018-10-04,60.06684875488281
2018-10-05,59.095890045166016
2018-10-08,58.86353302001953
2018-10-09,58.19961929321289
2018-10-10,55.37802505493164
2018-10-11,53.35310745239258
2018-10-12,53.35310745239258
2018-10-15,53.253509521484375
2018-10-16,54.87178039550781
2018-10-17,54.85519027709961
2018-10-18,54.066810607910156
2018-10-19,54.241085052490234
2018-10-22,54.87178039550781
2018-10-23,55.08755111694336
2018-10-24,51.96718978881836
2018-10-25,52.44853210449219
2018-10-26,51.85101318359375
2018-10-29,51.59376525878906
2018-10-30,52.43193817138672
2018-10-31,52.191261291503906
2018-11-01,52.87177276611328
2018-11-02,52.55642318725586
2018-11-05,52.672607421875
2018-11-06,52.805381774902344
2018-11-07,52.45683670043945
2018-11-08,48.17464828491211
2018-11-09,47.07090759277344
2018-11-12,45.22026062011719
2018-11-13,44.946407318115234
2018-11-14,44.76382827758789
2018-11-15,45.96715545654297
2018-11-16,46.373802185058594
2018-11-19,45.56051254272461
2018-11-20,45.57710266113281
2018-11-21,45.8675651550293
2018-11-23,45.85097122192383
2018-11-26,46.249332427978516
2018-11-27,46.116539001464844
2018-11-28,47.01280212402344
2018-11-29,48.22443389892578
2018-11-30,48.34891128540039
2018-12-03,49.0792121887207
2018-12-04,47.909088134765625
2018-12-06,47.909088134765625
2018-12-07,46.96952438354492
2018-12-10,48.01813507080078
2018-12-11,48.11042785644531
2018-12-12,48.42081069946289
2018-12-13,48.731197357177734
2018-12-14,48.336910247802734
2018-12-17,47.81680679321289
2018-12-18,48.471134185791016
2018-12-19,47.5567512512207
2018-12-20,47.288291931152344
2018-12-21,46.013187408447266
2018-12-24,45.00651550292969
2018-12-26,46.944358825683594
2018-12-27,47.053409576416016
2018-12-28,47.657413482666016
2018-12-31,47.74129867553711
2019-01-02,48.15235900878906
2019-01-03,46.72624588012695
2019-01-04,47.481239318847656
2019-01-07,47.34702682495117
2019-01-08,46.93596649169922
2019-01-09,47.48963928222656
2019-01-10,47.64902114868164
2019-01-11,48.23625183105469
2019-01-14,48.068458557128906
2019-01-15,46.75140380859375
2019-01-16,46.365516662597656
2019-01-17,45.94607925415039
2019-01-18,46.365516662597656
2019-01-22,45.54340744018555
2019-01-23,43.429405212402344
2019-01-24,42.62406921386719
2019-01-25,43.03511428833008
2019-01-28,42.48145294189453
2019-01-29,41.44123458862305
2019-01-30,42.087181091308594
2019-01-31,41.541893005371094
2019-02-01,41.617401123046875
2019-02-04,41.68450927734375
2019-02-05,42.556949615478516
2019-02-06,42.86734390258789
2019-02-07,42.40595626831055
2019-02-08,42.187835693359375
2019-02-11,42.64085006713867
2019-02-12,43.33713150024414
2019-02-13,43.278404235839844
2019-02-14,43.261627197265625
2019-02-15,43.605567932128906
2019-02-19,43.63072967529297
2019-02-20,43.99984359741211
2019-02-21,43.915958404541016
2019-02-22,44.56189727783203
2019-02-25,44.452857971191406
2019-02-26,44.48640060424805
2019-02-27,44.494789123535156
2019-02-28,44.788394927978516
2019-03-01,45.46791458129883
2019-03-04,45.115570068359375
2019-03-05,45.249786376953125
2019-03-06,46.50579833984375
2019-03-07,45.85233688354492
2019-03-08,45.42800521850586
2019-03-11,46.123905181884766
2019-03-12,46.53974533081055
2019-03-13,47.006492614746094
2019-03-14,47.01498031616211
2019-03-15,48.03335189819336
2019-03-18,48.22854995727539
2019-03-19,48.34735870361328
2019-03-20,48.50859451293945
2019-03-21,49.02626419067383
2019-03-22,48.220054626464844
2019-03-25,48.06730651855469
2019-03-26,49.22146224975586
2019-03-27,48.29643630981445
2019-03-28,47.99092483520508
2019-03-29,48.39826965332031
2019-04-01,49.06021499633789
2019-04-02,49.2978401184082
2019-04-03,48.94989013671875
2019-04-04,49.10264587402344
2019-04-05,49.21297073364258
2019-04-08,49.01778030395508
2019-04-09,48.746212005615234
2019-04-10,47.80421829223633
2019-04-11,47.439300537109375
2019-04-12,48.33039093017578
2019-04-15,48.52557373046875
2019-04-16,59.7870979309082
2019-04-17,67.1109390258789
2019-04-18,67.79833221435547
2019-04-22,69.56351470947266
2019-04-23,73.59456634521484
2019-04-24,73.68791198730469
2019-04-25,72.19430541992188
2019-04-26,73.52667999267578
2019-04-29,74.04437255859375
2019-04-30,73.09386444091797
2019-05-01,73.29754638671875
2019-05-02,73.95101928710938
2019-05-03,75.77558135986328
2019-05-06,74.89302825927734
2019-05-07,72.30461883544922
2019-05-08,71.7445068359375
2019-05-09,71.09952545166016
2019-05-10,72.84776306152344
2019-05-13,71.19290924072266
2019-05-14,73.09386444091797
2019-05-15,73.20418548583984
2019-05-16,70.27638244628906
2019-05-17,69.16461181640625
2019-05-20,65.02322387695312
2019-05-21,65.98220825195312
2019-05-22,58.81966018676758
2019-05-23,57.92856216430664
2019-05-24,56.18885040283203
2019-05-28,55.475982666015625
2019-05-29,55.80695343017578
2019-05-30,56.51131820678711
2019-05-31,56.706504821777344
2019-06-03,56.57073211669922
2019-06-04,58.08981704711914
2019-06-05,57.39611053466797
2019-06-06,57.88425827026367
2019-06-07,58.826324462890625
2019-06-10,60.41067123413086
2019-06-11,61.010128021240234
2019-06-12,59.597076416015625
2019-06-13,59.88826370239258
2019-06-14,58.85200500488281
2019-06-17,59.18600845336914
2019-06-18,61.62675476074219
2019-06-19,61.4897346496582
2019-06-20,62.29473876953125
2019-06-21,62.277626037597656
2019-06-24,62.65443801879883
2019-06-25,62.13203048706055
2019-06-26,64.18739318847656
2019-06-27,64.59848022460938
2019-06-28,65.1465835571289
2019-07-01,66.38833618164062
2019-07-02,65.95158386230469
2019-07-03,65.62614440917969
2019-07-05,65.65184783935547
2019-07-08,65.62614440917969
2019-07-09,65.5576400756836
2019-07-10,63.682106018066406
2019-07-11,63.12545394897461
2019-07-12,64.14457702636719
2019-07-15,64.59848022460938
2019-07-16,64.80400085449219
2019-07-17,64.88109588623047
2019-07-18,63.69066619873047
2019-07-19,64.2302017211914
2019-07-22,65.04380798339844
2019-07-23,63.47660446166992
2019-07-24,64.97529602050781
2019-07-25,64.52996063232422
2019-07-26,64.41864776611328
2019-07-29,64.20452117919922
2019-07-30,64.06752014160156
2019-07-31,62.65443801879883
2019-08-01,60.97588348388672
2019-08-02,60.933067321777344
2019-08-05,58.92052459716797
2019-08-06,58.38098907470703
2019-08-07,59.43437576293945
2019-08-08,61.027252197265625
2019-08-09,61.232810974121094
2019-08-12,59.77692794799805
2019-08-13,61.8151741027832
2019-08-14,60.701839447021484
2019-08-15,60.941627502441406
2019-08-16,62.75722122192383
2019-08-19,64.1188735961914
2019-08-20,65.1465835571289
2019-08-21,65.68610382080078
2019-08-22,66.07149505615234
2019-08-23,62.962745666503906
2019-08-26,62.440330505371094
2019-08-27,63.34812545776367
2019-08-28,63.673545837402344
2019-08-29,65.47199249267578
2019-08-30,66.60244750976562
2019-09-03,64.33297729492188
2019-09-04,66.0201187133789
2019-09-05,67.64726257324219
2019-09-06,67.51880645751953
2019-09-09,66.97925567626953
2019-09-10,67.40746307373047
2019-09-11,68.9698486328125
2019-09-12,68.26205444335938
2019-09-13,67.6836929321289
2019-09-16,67.36432647705078
