Date,AVGO
2016-08-08,12.925816535949707
2016-08-09,13.142333030700684
2016-08-10,13.19454574584961
2016-08-11,13.212971687316895
2016-08-12,13.242148399353027
2016-08-15,13.477862358093262
2016-08-16,13.236772537231445
2016-08-17,13.285141944885254
2016-08-18,13.354247093200684
2016-08-19,13.431024551391602
2016-08-22,13.507805824279785
2016-08-23,13.61606216430664
2016-08-24,13.459429740905762
2016-08-25,13.516249656677246
2016-08-26,13.602242469787598
2016-08-29,13.620674133300781
2016-08-30,13.589957237243652
2016-08-31,13.545422554016113
2016-09-01,13.596869468688965
2016-09-02,13.291287422180176
2016-09-06,13.136958122253418
2016-09-07,12.968045234680176
2016-09-08,12.928119659423828
2016-09-09,12.344594955444336
2016-09-12,12.628680229187012
2016-09-13,12.687028884887695
2016-09-14,13.022562980651855
2016-09-15,13.301337242126465
2016-09-16,13.187357902526855
2016-09-19,13.148088455200195
2016-09-20,12.955556869506836
2016-09-21,13.078776359558105
2016-09-22,13.002535820007324
2016-09-23,12.833880424499512
2016-09-26,12.836960792541504
2016-09-27,13.158100128173828
2016-09-28,13.145771980285645
2016-09-29,13.281312942504883
2016-09-30,13.28593635559082
2016-10-03,13.097258567810059
2016-10-04,13.018706321716309
2016-10-05,13.35986614227295
2016-10-06,13.414543151855469
2016-10-07,13.416083335876465
2016-10-10,13.459208488464355
2016-10-11,13.18196964263916
2016-10-12,13.12806510925293
2016-10-13,13.010232925415039
2016-10-14,13.098801612854004
2016-10-17,13.005613327026367
2016-10-18,13.25898265838623
2016-10-19,13.235877990722656
2016-10-20,13.354475021362305
2016-10-21,13.316740036010742
2016-10-24,13.596291542053223
2016-10-25,13.372957229614258
2016-10-26,13.32290267944336
2016-10-27,13.264374732971191
2016-10-28,13.041810035705566
2016-10-31,13.113432884216309
2016-11-01,12.999452590942383
2016-11-02,13.289016723632812
2016-11-03,13.322128295898438
2016-11-04,13.25898265838623
2016-11-07,13.627861976623535
2016-11-08,13.63094425201416
2016-11-09,13.35524845123291
2016-11-10,12.933225631713867
2016-11-11,12.90241813659668
2016-11-14,12.612857818603516
2016-11-15,12.818480491638184
2016-11-16,12.924757957458496
2016-11-17,12.863914489746094
2016-11-18,12.950170516967773
2016-11-21,13.29055404663086
2016-11-22,13.632488250732422
2016-11-23,13.63710880279541
2016-11-25,13.611689567565918
2016-11-28,13.449970245361328
2016-11-29,13.511577606201172
2016-11-30,13.12960147857666
2016-12-01,12.536619186401367
2016-12-02,12.646745681762695
2016-12-05,12.79383373260498
2016-12-06,12.68833065032959
2016-12-07,12.980205535888672
2016-12-08,13.146544456481934
2016-12-09,13.79189395904541
2016-12-12,13.72027587890625
2016-12-13,13.818852424621582
2016-12-14,13.7568941116333
2016-12-15,13.941996574401855
2016-12-16,13.818852424621582
2016-12-19,13.97685432434082
2016-12-20,14.101547241210938
2016-12-21,14.118593215942383
2016-12-22,13.987692832946777
2016-12-23,14.091482162475586
2016-12-27,14.120137214660645
2016-12-28,13.955940246582031
2016-12-29,13.931159973144531
2016-12-30,13.691054344177246
2017-01-03,13.812654495239258
2017-01-04,13.714292526245117
2017-01-05,13.498202323913574
2017-01-06,13.677116394042969
2017-01-09,13.706549644470215
2017-01-10,13.985371589660645
2017-01-11,13.896305084228516
2017-01-12,13.852927207946777
2017-01-13,13.976076126098633
2017-01-17,13.872293472290039
2017-01-18,14.330031394958496
2017-01-19,14.371850967407227
2017-01-20,14.799382209777832
2017-01-23,14.793188095092773
2017-01-24,15.315985679626465
2017-01-25,15.682327270507812
2017-01-26,15.813223838806152
2017-01-27,15.932497024536133
2017-01-30,15.739644050598145
2017-01-31,15.451523780822754
2017-02-01,15.776046752929688
2017-02-02,15.803925514221191
2017-02-03,15.96734619140625
2017-02-06,15.998327255249023
2017-02-07,15.94798469543457
2017-02-08,16.02388572692871
2017-02-09,15.903841018676758
2017-02-10,15.917779922485352
2017-02-13,16.00994300842285
2017-02-14,15.903067588806152
2017-02-15,15.954183578491211
2017-02-16,16.123804092407227
2017-02-17,16.296518325805664
2017-02-21,16.477760314941406
2017-02-22,16.586959838867188
2017-02-23,16.309682846069336
2017-02-24,16.293420791625977
2017-02-27,16.518800735473633
2017-02-28,16.336793899536133
2017-03-01,16.662858963012695
2017-03-02,16.82938575744629
2017-03-03,16.909160614013672
2017-03-06,16.87972068786621
2017-03-07,16.981185913085938
2017-03-08,17.010618209838867
2017-03-09,17.1949520111084
2017-03-10,17.531089782714844
2017-03-13,17.538835525512695
2017-03-14,17.376192092895508
2017-03-15,17.498559951782227
2017-03-16,17.30016326904297
2017-03-17,17.208358764648438
2017-03-20,17.213024139404297
2017-03-21,16.806894302368164
2017-03-22,16.915817260742188
2017-03-23,16.872251510620117
2017-03-24,17.036415100097656
2017-03-27,17.042638778686523
2017-03-28,17.190460205078125
2017-03-29,17.218473434448242
2017-03-30,17.11966323852539
2017-03-31,17.035633087158203
2017-04-03,17.0231876373291
2017-04-04,17.035633087158203
2017-04-05,16.893260955810547
2017-04-06,16.922048568725586
2017-04-07,16.98039436340332
2017-04-10,16.962505340576172
2017-04-11,16.925933837890625
2017-04-12,16.276283264160156
2017-04-13,16.441226959228516
2017-04-17,16.639617919921875
2017-04-18,16.579710006713867
2017-04-19,16.620952606201172
2017-04-20,16.977285385131836
2017-04-21,16.934494018554688
2017-04-24,17.213024139404297
2017-04-25,17.365514755249023
2017-04-26,17.247257232666016
2017-04-27,17.356958389282227
2017-04-28,17.1795711517334
2017-05-01,17.219255447387695
2017-05-02,17.540573120117188
2017-05-03,17.497783660888672
2017-05-04,17.381086349487305
2017-05-05,17.618375778198242
2017-05-08,17.511789321899414
2017-05-09,17.77475929260254
2017-05-10,17.9980525970459
2017-05-11,17.979385375976562
2017-05-12,18.358280181884766
2017-05-15,18.597129821777344
2017-05-16,18.725509643554688
2017-05-17,17.98638343811035
2017-05-18,18.49054527282715
2017-05-19,18.213565826416016
2017-05-22,18.546560287475586
2017-05-23,18.403404235839844
2017-05-24,18.6414794921875
2017-05-25,18.739513397216797
2017-05-26,18.766740798950195
2017-05-30,18.65860366821289
2017-05-31,18.63214683532715
2017-06-01,18.251691818237305
2017-06-02,19.803071975708008
2017-06-05,19.622568130493164
2017-06-06,19.750940322875977
2017-06-07,19.78362274169922
2017-06-08,19.835744857788086
2017-06-09,18.93245506286621
2017-06-12,18.880338668823242
2017-06-13,18.901342391967773
2017-06-14,18.714618682861328
2017-06-15,18.595073699951172
2017-06-16,18.459121704101562
2017-06-19,18.841976165771484
2017-06-20,18.7513370513916
2017-06-21,19.15216064453125
2017-06-22,19.067781448364258
2017-06-23,19.163103103637695
2017-06-26,18.96699333190918
2017-06-27,18.38723373413086
2017-06-28,18.83416175842285
2017-06-29,18.286439895629883
2017-06-30,18.209081649780273
2017-07-03,17.952028274536133
2017-07-05,18.096572875976562
2017-07-06,18.364574432373047
2017-07-07,18.722427368164062
2017-07-10,18.890413284301758
2017-07-11,18.8216609954834
2017-07-12,19.253740310668945
2017-07-13,19.323278427124023
2017-07-14,19.556114196777344
2017-07-17,19.456884384155273
2017-07-18,19.60221290588379
2017-07-19,19.877243041992188
2017-07-20,19.80145263671875
2017-07-21,19.77645492553711
2017-07-24,19.770200729370117
2017-07-25,19.869434356689453
2017-07-26,20.0811710357666
2017-07-27,19.60768699645996
2017-07-28,19.562368392944336
2017-07-31,19.272491455078125
2017-08-01,19.40766143798828
2017-08-02,19.79598617553711
2017-08-03,19.556114196777344
2017-08-04,19.468603134155273
2017-08-07,19.724103927612305
2017-08-08,19.63971710205078
2017-08-09,19.468603134155273
2017-08-10,18.80759048461914
2017-08-11,19.07793426513672
2017-08-14,19.60455322265625
2017-08-15,19.821773529052734
2017-08-16,19.80067253112793
2017-08-17,19.295143127441406
2017-08-18,19.484233856201172
2017-08-21,19.503767013549805
2017-08-22,19.9389705657959
2017-08-23,20.074134826660156
2017-08-24,19.928028106689453
2017-08-25,19.188884735107422
2017-08-28,19.00605583190918
2017-08-29,18.88728904724121
2017-08-30,19.222484588623047
2017-08-31,19.6951904296875
2017-09-01,19.74675941467285
2017-09-05,19.45923614501953
2017-09-06,19.48501205444336
2017-09-07,19.263898849487305
2017-09-08,19.0732479095459
2017-09-11,19.356874465942383
2017-09-12,19.309993743896484
2017-09-13,19.239673614501953
2017-09-14,19.295143127441406
2017-09-15,19.576431274414062
2017-09-18,19.599178314208984
2017-09-19,19.5944766998291
2017-09-20,19.057071685791016
2017-09-21,18.858579635620117
2017-09-22,18.769147872924805
2017-09-25,18.476520538330078
2017-09-26,18.614591598510742
2017-09-27,18.874277114868164
2017-09-28,19.059425354003906
2017-09-29,19.02804183959961
2017-10-02,18.865644454956055
2017-10-03,18.7895450592041
2017-10-04,18.985675811767578
2017-10-05,19.11669158935547
2017-10-06,19.279088973999023
2017-10-09,19.332443237304688
2017-10-10,19.2987060546875
2017-10-11,19.644685745239258
2017-10-12,19.514450073242188
2017-10-13,19.453262329101562
2017-10-16,19.3520565032959
2017-10-17,19.034318923950195
2017-10-18,19.14258575439453
2017-10-19,19.16533660888672
2017-10-20,19.16141128540039
2017-10-23,19.16376495361328
2017-10-24,19.431291580200195
2017-10-25,19.28537368774414
2017-10-26,19.12375259399414
2017-10-27,19.8408203125
2017-10-30,20.494333267211914
2017-10-31,20.704586029052734
2017-11-01,20.342130661010742
2017-11-02,20.358612060546875
2017-11-03,21.467151641845703
2017-11-06,21.772336959838867
2017-11-07,21.285921096801758
2017-11-08,21.370655059814453
2017-11-09,20.840312957763672
2017-11-10,20.786968231201172
2017-11-13,20.79088592529297
2017-11-14,20.653594970703125
2017-11-15,20.83717155456543
2017-11-16,21.3479061126709
2017-11-17,21.328289031982422
2017-11-20,21.56521987915039
2017-11-21,21.699382781982422
2017-11-22,21.603666305541992
2017-11-24,22.153615951538086
2017-11-27,22.3293514251709
2017-11-28,21.76292610168457
2017-11-29,21.300050735473633
2017-11-30,21.805282592773438
2017-12-01,21.30475425720215
2017-12-04,20.68105125427246
2017-12-05,20.527284622192383
2017-12-06,20.70301628112793
2017-12-07,20.70301628112793
2017-12-08,20.39077377319336
2017-12-11,20.393909454345703
2017-12-12,20.295846939086914
2017-12-13,20.55709457397461
2017-12-14,20.34605598449707
2017-12-15,20.847373962402344
2017-12-18,20.87975311279297
2017-12-19,20.825260162353516
2017-12-20,20.97846794128418
2017-12-21,20.65389060974121
2017-12-22,20.718650817871094
2017-12-26,20.38301658630371
2017-12-27,20.463563919067383
2017-12-28,20.56622886657715
2017-12-29,20.288244247436523
2018-01-02,21.086666107177734
2018-01-03,21.3172607421875
2018-01-04,21.324377059936523
2018-01-05,21.450733184814453
2018-01-08,21.50206184387207
2018-01-09,21.204336166381836
2018-01-10,20.756555557250977
2018-01-11,20.80946922302246
2018-01-12,20.871854782104492
2018-01-16,20.78972053527832
2018-01-17,20.991891860961914
2018-01-18,21.3070011138916
2018-01-19,21.03769874572754
2018-01-22,20.699695587158203
2018-01-23,20.762081146240234
2018-01-24,20.28508758544922
2018-01-25,19.52931022644043
2018-01-26,19.805715560913086
2018-01-29,19.38558006286621
2018-01-30,19.030988693237305
2018-01-31,19.587743759155273
2018-02-01,18.858034133911133
2018-02-02,18.596635818481445
2018-02-05,18.013809204101562
2018-02-06,18.983600616455078
2018-02-07,18.74668312072754
2018-02-08,18.12990379333496
2018-02-09,18.59821319580078
2018-02-12,19.30107879638672
2018-02-13,19.416372299194336
2018-02-14,19.558530807495117
2018-02-15,19.887849807739258
2018-02-16,19.655664443969727
2018-02-20,19.713319778442383
2018-02-21,19.63434410095215
2018-02-22,19.691991806030273
2018-02-23,20.03631591796875
2018-02-26,19.97629737854004
2018-02-27,19.886266708374023
2018-02-28,19.463762283325195
2018-03-01,19.214996337890625
2018-03-02,19.812028884887695
2018-03-05,19.504825592041016
2018-03-06,19.819137573242188
2018-03-07,19.51035499572754
2018-03-08,19.50245475769043
2018-03-09,20.041845321655273
2018-03-12,20.75734519958496
2018-03-13,20.629404067993164
2018-03-14,20.57965660095215
2018-03-15,21.145889282226562
2018-03-16,20.127925872802734
2018-03-19,19.344511032104492
2018-03-20,19.139970779418945
2018-03-21,19.71210479736328
2018-03-22,19.51738739013672
2018-03-23,19.430038452148438
2018-03-26,19.85072898864746
2018-03-27,19.581485748291016
2018-03-28,18.965288162231445
2018-03-29,18.882753372192383
2018-04-02,18.244115829467773
2018-04-03,18.97330093383789
2018-04-04,18.99012565612793
2018-04-05,18.935646057128906
2018-04-06,18.339466094970703
2018-04-09,18.80983543395996
2018-04-10,19.211278915405273
2018-04-11,19.256961822509766
2018-04-12,19.18564224243164
2018-04-13,19.78742790222168
2018-04-16,19.982135772705078
2018-04-17,20.17205238342285
2018-04-18,19.999773025512695
2018-04-19,19.460493087768555
2018-04-20,19.000539779663086
2018-04-23,18.706462860107422
2018-04-24,18.30100440979004
2018-04-25,18.349882125854492
2018-04-26,18.463668823242188
2018-04-27,18.65277862548828
2018-04-30,18.3835391998291
2018-05-01,18.460460662841797
2018-05-02,18.329050064086914
2018-05-03,18.049394607543945
2018-05-04,18.4716796875
2018-05-07,18.908395767211914
2018-05-08,19.1391658782959
2018-05-09,19.07506561279297
2018-05-10,19.512575149536133
2018-05-11,19.502155303955078
2018-05-14,19.61273765563965
2018-05-15,19.357925415039062
2018-05-16,19.272184371948242
2018-05-17,19.1872501373291
2018-05-18,18.909996032714844
2018-05-21,19.155195236206055
2018-05-22,19.110321044921875
2018-05-23,19.276193618774414
2018-05-24,19.514183044433594
2018-05-25,20.0350284576416
2018-05-29,20.007781982421875
2018-05-30,19.984542846679688
2018-05-31,20.19849395751953
2018-06-01,20.5406494140625
2018-06-04,20.703311920166016
2018-06-05,20.774633407592773
2018-06-06,21.115985870361328
2018-06-07,21.208938598632812
2018-06-08,20.671266555786133
2018-06-11,20.900432586669922
2018-06-12,20.948514938354492
2018-06-13,21.12079620361328
2018-06-14,21.51183319091797
2018-06-15,21.653661727905273
2018-06-18,21.19451332092285
2018-06-19,21.19045066833496
2018-06-20,21.212379455566406
2018-06-21,21.084890365600586
2018-06-22,21.08976173400879
2018-06-25,20.497777938842773
2018-06-26,20.426313400268555
2018-06-27,20.066577911376953
2018-06-28,19.88711166381836
2018-06-29,19.703588485717773
2018-07-02,19.65567970275879
2018-07-03,19.431554794311523
2018-07-05,19.92772102355957
2018-07-06,20.112865447998047
2018-07-09,20.092561721801758
2018-07-10,20.346736907958984
2018-07-11,19.7685546875
2018-07-12,17.051435470581055
2018-07-13,16.440780639648438
2018-07-16,16.50493049621582
2018-07-17,16.915822982788086
2018-07-18,16.95398712158203
2018-07-19,17.08310890197754
2018-07-20,17.07985496520996
2018-07-23,17.5987548828125
2018-07-24,17.64910888671875
2018-07-25,18.349899291992188
2018-07-26,18.12334632873535
2018-07-27,17.950368881225586
2018-07-30,18.286563873291016
2018-07-31,18.00884246826172
2018-08-01,17.605255126953125
2018-08-02,17.568706512451172
2018-08-03,17.68726921081543
2018-08-06,17.617433547973633
2018-08-07,17.890287399291992
2018-08-08,17.821256637573242
2018-08-09,17.587387084960938
2018-08-10,17.234146118164062
2018-08-13,17.140758514404297
2018-08-14,16.83380699157715
2018-08-15,16.77533721923828
2018-08-16,16.946678161621094
2018-08-17,16.993776321411133
2018-08-20,16.786706924438477
2018-08-21,17.09447479248047
2018-08-22,16.853296279907227
2018-08-23,16.694950103759766
2018-08-24,16.971851348876953
2018-08-27,17.29424285888672
2018-08-28,17.412796020507812
2018-08-29,17.458274841308594
2018-08-30,17.593076705932617
2018-08-31,17.786338806152344
2018-09-04,17.818822860717773
2018-09-05,17.980419158935547
2018-09-06,17.537857055664062
2018-09-07,18.886672973632812
2018-09-10,19.53874397277832
2018-09-11,18.884231567382812
2018-09-12,18.66823387145996
2018-09-13,19.11728858947754
2018-09-14,19.192001342773438
2018-09-17,19.069379806518555
2018-09-18,19.613445281982422
2018-09-19,19.781984329223633
2018-09-20,20.038883209228516
2018-09-21,20.298234939575195
2018-09-24,20.408689498901367
2018-09-25,20.26141929626465
2018-09-26,20.079784393310547
2018-09-27,20.163246154785156
2018-09-28,20.186153411865234
2018-10-01,20.413599014282227
2018-10-02,20.298234939575195
2018-10-03,20.406238555908203
2018-10-04,20.303966522216797
2018-10-05,19.981616973876953
2018-10-08,19.74762535095215
2018-10-09,20.020065307617188
2018-10-10,18.967111587524414
2018-10-11,18.727397918701172
2018-10-12,19.05874252319336
2018-10-15,19.01947593688965
2018-10-16,19.498090744018555
2018-10-17,19.404001235961914
2018-10-18,18.655397415161133
2018-10-19,18.676668167114258
2018-10-22,18.704483032226562
2018-10-23,18.739667892456055
2018-10-24,17.89370346069336
2018-10-25,18.182506561279297
2018-10-26,17.438814163208008
2018-10-29,17.30381965637207
2018-10-30,18.08187484741211
2018-10-31,18.284774780273438
2018-11-01,18.807571411132812
2018-11-02,18.062240600585938
2018-11-05,18.006607055664062
2018-11-06,18.674213409423828
2018-11-07,19.17737579345703
2018-11-08,19.655990600585938
2018-11-09,19.552906036376953
2018-11-12,18.296228408813477
2018-11-13,18.3944091796875
2018-11-14,18.506494522094727
2018-11-15,19.33609962463379
2018-11-16,19.439998626708984
2018-11-19,18.7462100982666
2018-11-20,18.630037307739258
2018-11-21,18.817392349243164
2018-11-23,18.80921173095703
2018-11-26,19.251827239990234
2018-11-27,19.29437255859375
2018-11-28,19.244462966918945
2018-11-29,19.290279388427734
2018-11-30,19.423635482788086
2018-12-03,19.80489730834961
2018-12-04,18.984296798706055
2018-12-06,18.591581344604492
2018-12-07,18.699575424194336
2018-12-10,19.574182510375977
2018-12-11,20.195152282714844
2018-12-12,20.861120223999023
2018-12-13,21.132749557495117
2018-12-14,20.848848342895508
2018-12-17,20.791582107543945
2018-12-18,20.64193344116211
2018-12-19,20.164060592651367
2018-12-20,19.998708724975586
2018-12-21,20.24839210510254
2018-12-24,19.329856872558594
2018-12-26,20.51543426513672
2018-12-27,20.739490509033203
2018-12-28,20.966026306152344
2018-12-31,21.023073196411133
2019-01-02,20.95941734313965
2019-01-03,19.095048904418945
2019-01-04,19.28272819519043
2019-01-07,19.675445556640625
2019-01-08,19.517528533935547
2019-01-09,20.361663818359375
2019-01-10,20.62952995300293
2019-01-11,20.716344833374023
2019-01-14,20.74114418029785
2019-01-15,21.20578956604004
2019-01-16,20.80976676940918
2019-01-17,21.109891891479492
2019-01-18,21.563785552978516
2019-01-22,21.354612350463867
2019-01-23,21.290945053100586
2019-01-24,21.78948974609375
2019-01-25,22.152441024780273
2019-01-28,22.125988006591797
2019-01-29,22.018503189086914
2019-01-30,22.390548706054688
2019-01-31,22.178064346313477
2019-02-01,22.05901527404785
2019-02-04,22.498027801513672
2019-02-05,22.32275390625
2019-02-06,22.836179733276367
2019-02-07,22.247522354125977
2019-02-08,22.658422470092773
2019-02-11,22.79566764831543
2019-02-12,23.099090576171875
2019-02-13,23.258657455444336
2019-02-14,23.273540496826172
2019-02-15,23.309091567993164
2019-02-19,23.286767959594727
2019-02-20,23.432275772094727
2019-02-21,23.22723960876465
2019-02-22,22.86015510559082
2019-02-25,23.03377914428711
2019-02-26,22.73613929748535
2019-02-27,22.445945739746094
2019-02-28,22.765905380249023
2019-03-01,22.55011749267578
2019-03-04,22.727046966552734
2019-03-05,22.902318954467773
2019-03-06,22.43437385559082
2019-03-07,21.9515380859375
2019-03-08,21.842403411865234
2019-03-11,22.245038986206055
2019-03-12,22.29216194152832
2019-03-13,22.42279624938965
2019-03-14,22.173934936523438
2019-03-15,24.00027084350586
2019-03-18,24.29376983642578
2019-03-19,24.746015548706055
2019-03-20,24.276382446289062
2019-03-21,24.7576847076416
2019-03-22,24.41152000427246
2019-03-25,24.37064552307129
2019-03-26,24.77687644958496
2019-03-27,24.68846321105957
2019-03-28,24.94704818725586
2019-03-29,25.083845138549805
2019-04-01,25.507596969604492
2019-04-02,25.27903938293457
2019-04-03,25.37496566772461
2019-04-04,25.191455841064453
2019-04-05,25.381637573242188
2019-04-08,25.398324966430664
2019-04-09,25.312408447265625
2019-04-10,25.651071548461914
2019-04-11,25.809560775756836
2019-04-12,26.445186614990234
2019-04-15,26.392629623413086
2019-04-16,26.567808151245117
2019-04-17,26.737144470214844
2019-04-18,26.57781410217285
2019-04-22,26.27585220336914
2019-04-23,26.32923698425293
2019-04-24,26.219961166381836
2019-04-25,26.010591506958008
2019-04-26,25.892976760864258
2019-04-29,26.085662841796875
2019-04-30,26.559463500976562
2019-05-01,26.601173400878906
2019-05-02,26.344257354736328
2019-05-03,26.335079193115234
2019-05-06,25.989736557006836
2019-05-07,25.632719039916992
2019-05-08,25.307401657104492
2019-05-09,25.363292694091797
2019-05-10,25.354948043823242
2019-05-13,24.472408294677734
2019-05-14,25.191455841064453
2019-05-15,25.38915252685547
2019-05-16,24.798566818237305
2019-05-17,24.181293487548828
2019-05-20,22.73820686340332
2019-05-21,22.966768264770508
2019-05-22,22.45709991455078
2019-05-23,21.69551658630371
2019-05-24,21.349340438842773
2019-05-28,21.227556228637695
2019-05-29,21.197519302368164
2019-05-30,21.406063079833984
2019-05-31,20.99065589904785
2019-06-03,21.119115829467773
2019-06-04,22.16347312927246
2019-06-05,22.165143966674805
2019-06-06,22.75489044189453
2019-06-07,22.928390502929688
2019-06-10,23.373828887939453
2019-06-11,23.6466007232666
2019-06-12,23.333791732788086
2019-06-13,23.490612030029297
2019-06-14,22.182659149169922
2019-06-17,22.185991287231445
2019-06-18,23.19365692138672
2019-06-19,23.146940231323242
2019-06-20,23.277074813842773
2019-06-21,23.074108123779297
2019-06-24,23.512868881225586
2019-06-25,23.286334991455078
2019-06-26,23.701509475708008
2019-06-27,24.061111450195312
2019-06-28,24.242172241210938
2019-07-01,25.29401969909668
2019-07-02,24.87126350402832
2019-07-03,23.992055892944336
2019-07-05,23.804256439208984
2019-07-08,23.155797958374023
2019-07-09,23.20380210876465
2019-07-10,23.117061614990234
2019-07-11,23.24843978881836
2019-07-12,24.034162521362305
2019-07-15,24.282596588134766
2019-07-16,23.928054809570312
2019-07-17,24.008056640625
2019-07-18,24.403867721557617
2019-07-19,24.422395706176758
2019-07-22,24.940319061279297
2019-07-23,25.330236434936523
2019-07-24,25.58203887939453
2019-07-25,25.297388076782227
2019-07-26,25.342021942138672
2019-07-29,25.41107749938965
2019-07-30,25.227493286132812
2019-07-31,24.421554565429688
2019-08-01,24.029949188232422
2019-08-02,23.456453323364258
2019-08-05,22.541032791137695
2019-08-06,22.438283920288086
2019-08-07,22.742300033569336
2019-08-08,22.82062339782715
2019-08-09,23.22064971923828
2019-08-12,23.21306610107422
2019-08-13,23.89183807373047
2019-08-14,22.869464874267578
2019-08-15,22.62356185913086
2019-08-16,23.056427001953125
2019-08-19,23.47750473022461
2019-08-20,23.611404418945312
2019-08-21,24.211851119995117
2019-08-22,24.221960067749023
2019-08-23,22.91746711730957
2019-08-26,23.346126556396484
2019-08-27,23.207168579101562
2019-08-28,23.24843978881836
2019-08-29,23.864049911499023
2019-08-30,23.802568435668945
2019-09-03,23.079160690307617
2019-09-04,23.834571838378906
2019-09-05,24.5082950592041
2019-09-06,24.58324432373047
2019-09-09,24.642192840576172
2019-09-10,24.796314239501953
2019-09-11,25.096961975097656
2019-09-12,25.31339454650879
2019-09-13,24.4493408203125
2019-09-16,24.309545516967773
